sharkipedia_id,sharkipedia_source,sharkipedia_doi,match_method,our_doi,our_title,our_year,our_authors,our_literature_id
cruzmartinez2004,"CRUZ-MARTÍNEZ, A. & CHIAPPA-CARRARA, X. & ARENAS-FUENTES, V. (2004) Age and Growth of the Bull Shark, Carcharhinus leucas, from Southern Gulf of Mexico. Journal of Northwest Atlantic Fishery Science, 35: 367",,title+year,10.2960/j.v35.m481,"Age and Growth of the Bull Shark, Carcharhinus leucas, from Southern Gulf of Mexico.",2004,"Cruz-Martínez, A. & Chiappa-Carrara, X. & Arenas-Fuentes, V. (2004)",7492.0
cusalazar2014,"CU-SALAZAR, N.-H. & CARLOS PEREZ-JIMENEZ, J. & MENDEZ-LOEZA, I. & MENDOZA-CARRANZA, M. (2014) Reproductive parameters of females of butterfly ray Gymnura micrura (Elasmobranchii) in the southern Gulf of Mexico. Hidrobiológica, 24 (2): 109",,title+year,,Reproductive parameters of females of butterfly ray Gymnura micrura (Elasmobranchii) in the southern Gulf of Mexico.,2014,"Cu-Salazar, N.-H. & Carlos Perez-Jimenez, J. & Mendez-Loeza, I. & Mendoza-Carranza, M. (2014)",22043.0
davilaortiz2002,"DÁVILA-ORTIZ, J. (2002) Biologiá reproductiva de la raya mariposa Gymnura marmorata (Cooper 1863), en Bahía Almejas, B.C.S., México. Thesis de Licenciatura. 38 p.",,title+year,,"Biologiá reproductiva de la raya mariposa Gymnura marmorata (Cooper 1863), en Bahía Almejas, B.C.S., México.",2002,"Dávila-Ortiz, J. (2002)",
devadoss1988a,"DEVADOSS, P. (1988) Observations on the breeding and development of some sharks. Journal of the Marine Biological Association of India, 30 (1",,title+year,,Observations on the breeding and development of some sharks.,1988,"Devadoss, P. (1988)",4380.0
devadoss1989a,"DEVADOSS, P. & GNANAMUTTU, J.C. & SRINIVASARENGAN, S. & SUBRAMANI, S. (1989) On the landing of a large saw fish at Madras. Marine Fisheries Information Service, Technical and Extension Series, 98: 13",,title+year,,On the landing of a large saw fish at Madras.,1989,"Devadoss, P. & Gnanamuttu, J.C. & Srinivasarengan, S. & Subramani, S. (1989)",11905.0
didier1996,"DIDIER, D.A. & STEHMANN, M. (1996) Neoharriotta pumila, a new species of longnose Chimaera from the northwestern Indian Ocean (Pisces, Holocephali, Rhinochimaeridae). Copeia, 1996 (4): 955",,title+year,,"Neoharriotta pumila, a new species of longnose Chimaera from the northwestern Indian Ocean (Pisces, Holocephali, Rhinochimaeridae).",1996,"Didier, D.A. & Stehmann, M. (1996)",3585.0
didier1999,"DIDIER, D.A. & NAKAYA, K. (1999) Redescription of Rhinochimaera pacifica (Mitsukuri) and first record of R. africana Compagno, Stehmann & Ebert from Japan (Chimaeriformes: Rhinochimaeridae). Ichthyological Research, 46 (2): 139",,title+year,10.1007/bf02675432,"Redescription of Rhinochimaera pacifica (Mitsukuri) and first record of R. africana Compagno, Stehmann & Ebert from Japan (Chimaeriformes: Rhinochimaeridae).",1999,"Didier, D.A. & Nakaya, K. (1999)",3715.0
didier2002a,"DIDIER, D.A. (2002) Two new species of chimaeroid fishes from the southwestern Pacific Ocean (Holocephali, Chimaeridae). Ichthyological Research, 49 (4): 299",,title+year,10.1007/s102280200045,"Two new species of chimaeroid fishes from the southwestern Pacific Ocean (Holocephali, Chimaeridae).",2002,"Didier, D.A. (2002)",4381.0
didier2008a,"DIDIER, D.A. & LAST, P.R. & WHITE, W.T. (2008) Three new species of the genus Chimaera Linnaeus (Chimaeriformes: Chimaeridae) from Australia. CSIRO Marine and Atmospheric Research Paper, 22: 327",,title+year,,Three new species of the genus Chimaera Linnaeus (Chimaeriformes: Chimaeridae) from Australia.,2008,"Didier, D.A. & Last, P.R. & White, W.T. (2008)",3357.0
diez2017,"DÍEZ, G. & MUGERZA, E. (2017) The first record of the sicklefin chimaera Neoharriotta pinnata (Chimaeriformes: Rhinochimaeridae) in the southern Bay of Biscay (North-East Atlantic). Journal of Ichthyology, 57 (5): 776",,title+year,10.1134/s0032945217050046,The first record of the sicklefin chimaera Neoharriotta pinnata (Chimaeriformes: Rhinochimaeridae) in the southern Bay of Biscay (North-East Atlantic).,2017,"Díez, G. & Mugerza, E. (2017)",25827.0
dolganov2017,"DOLGANOV, V.N. (2017) Rhinochimaeridae (Chimaeriformes): a new family of chimaeras for the fauna of Russia. Russian Journal of Marine Biology, 43 (1): 99",,title+year,10.1134/s1063074017010047,Rhinochimaeridae (Chimaeriformes): a new family of chimaeras for the fauna of Russia.,2017,"Dolganov, V.N. (2017)",25209.0
dragicevic2009,"DRAGICEVIC, B. & DULCIC, J. & CAPAPÉ, C. (2009) Capture of a rare shark, Oxynotus centrina (Chondrichthyes: Oxynotidae) in the eastern Adriatic Sea. Journal of Applied Ichthyology, 25 (S1): 56",,title+year,10.1111/j.1439-0426.2009.01265.x,"Capture of a rare shark, Oxynotus centrina (Chondrichthyes: Oxynotidae) in the eastern Adriatic Sea.",2009,"Dragicevic, B. & Dulcic, J. & Capapé, C. (2009)",6164.0
drew2015,"DREW, M. & WHITE, W.T. & DHARMADI & HARRY, A.V. & HUVENEERS, C. (2015) Age, growth and maturity of the pelagic thresher Alopias pelagicus and the scalloped hammerhead Sphyrna lewini. Journal of Fish Biology, 86 (1): 333",,title+year,10.1111/jfb.12586,"Age, growth and maturity of the pelagic thresher Alopias pelagicus and the scalloped hammerhead Sphyrna lewini.",2015,"Drew, M. & White, W.T. & Dharmadi & Harry, A.V. & Huveneers, C. (2015)",21988.0
drew2017,"DREW, M. & ROGERS, P. & HUVENEERS, C. (2017) Slow life-history traits of a neritic predator, the bronze whaler (Carcharhinus brachyurus). Marine and Freshwater Research, 68 (3): 461",,title+year,10.1071/mf15399,"Slow life-history traits of a neritic predator, the bronze whaler (Carcharhinus brachyurus).",2017,"Drew, M. & Rogers, P. & Huveneers, C. (2017)",25120.0
driggers2004a,"DRIGGERS, W.B. & OAKLEY, D.A. & ULRICH, G. & CARLSON, J.K. & CULLUM, B.J. & DEAN, J.M. (2004) Reproductive biology of Carcharhinus acronotus in the coastal waters of South Carolina. Journal of Fish Biology, 64 (6): 1540",,title+year,10.1111/j.0022-1112.2004.00408.x,Reproductive biology of Carcharhinus acronotus in the coastal waters of South Carolina.,2004,"Driggers, W.B. & Oakley, D.A. & Ulrich, G. & Carlson, J.K. & Cullum, B.J. & Dean, J.M. (2004)",4954.0
driggers2010,"DRIGGERS, W.B. & BURGESS, G.H. & HAMILTON, A.N. & HOPKINS, N.M. & SCHOBERND, C.M. (2010) Squaliolus laticaudus in the Western North Atlantic Ocean: Distributional and Life History Observations. Bulletin of Marine Science, 86 (4): 831",,title+year,10.5343/bms.2010.1009,Squaliolus laticaudus in the Western North Atlantic Ocean: Distributional and Life History Observations.,2010,"Driggers, W.B. & Burgess, G.H. & Hamilton, A.N. & Hopkins, N.M. & Schobernd, C.M. (2010)",11290.0
driggers2014,"DRIGGERS, W.B. & DAVIS, K.S. & MOORE, C. & CARLSON, J.K. (2014) New record of a goblin shark Mitsukurina owstoni (Lamniformes: Mitsukurinidae) in the western North Atlantic Ocean. Marine Biodiversity Records, 7: e96",,title+year,10.1017/s1755267214000876,New record of a goblin shark Mitsukurina owstoni (Lamniformes: Mitsukurinidae) in the western North Atlantic Ocean.,2014,"Driggers, W.B. & Davis, K.S. & Moore, C. & Carlson, J.K. (2014)",21574.0
ebert2009b,"EBERT, D.A. & COMPAGNO, L.J.V. (2009) Chlamydoselachus africana, a new species of frilled shark from southern Africa (Chondrichthyes, Hexanchiformes, Chlamydoselachidae). Zootaxa, 2173: 1",,title+year,,"Chlamydoselachus africana, a new species of frilled shark from southern Africa (Chondrichthyes, Hexanchiformes, Chlamydoselachidae).",2009,"Ebert, D.A. & Compagno, L.J.V. (2009)",5180.0
ebert2017f,"EBERT, D.A. & DE SILVA, R.I. & GOONEWARDENA, M.L. (2017) First record of the Dwarf False Catshark, Planonasus parini (Carcharhiniformes: Pseudotriakidae) from Sri Lanka. Loris, 27 (5/6): 63-64",,title+year,,"First record of the Dwarf False Catshark, Planonasus parini (Carcharhiniformes: Pseudotriakidae) from Sri Lanka.",2017,"Ebert, D.A. & de Silva, R.I. & Goonewardena, M.L. (2017)",25355.0
ehemaan2017a,"Ehemaan et al. (2017) Size–weight relationships of batoids captured by artisanal fishery in the southern Gulf of California, Mexico. J. Appl. Ichthy.  	10.1111/jai.13421",10.1111/jai.13421,doi,10.1111/jai.13421,"Size–weight relationships of batoids captured by artisanal fishery in the southern Gulf of California, Mexico.",2017,"Ehemann, N.R. & Pérez-Palafox, X.A. & Mora-Zamacona, P. & Burgos-Vázquez, M.I. & Navia, A.F. & Mejía-Falla, P.A. & Cruz-Escalona, V.H. (2017)",25433.0
elhassan2018,"ELHASSAN, I.S. (2018) Occurrence of the green sawfish Pristis zijsron in the Sudanese Red Sea with observations on reproduction. Endangered Species Research, 36: 41-47",,title+year,10.3354/esr00873,Occurrence of the green sawfish Pristis zijsron in the Sudanese Red Sea with observations on reproduction.,2018,"Elhassan, I.S. (2018)",26250.0
feitosa2016,"FEITOSA, L.M. & MARTINS, A.P.B. & NUNES, J.L.S. (2016) New record of Carcharhinus leucas (Valenciennes, 1839) in an equatorial river system. Marine Biodiversity Records, 9: 87",,title+year,10.1186/s41200-016-0094-6,"New record of Carcharhinus leucas (Valenciennes, 1839) in an equatorial river system.",2016,"Feitosa, L.M. & Martins, A.P.B. & Nunes, J.L.S. (2016)",24492.0
feldheim2002a,"FELDHEIM, K.A. & GRUBER, S.H. & ASHLEY, M.V. (2002) The breeding biology of lemon sharks at a tropical nursery lagoon. Proceedings of the Royal Society of London, Series B, 269: 1655",,title+year,10.1098/rspb.2002.2051,The breeding biology of lemon sharks at a tropical nursery lagoon.,2002,"Feldheim, K.A. & Gruber, S.H. & Ashley, M.V. (2002)",5380.0
feldheim2017a,"FELDHEIM, K.A. & FIELDS, A.T. & CHAPMAN, D.D. & SCHARER, R.M. & POULAKIS, G.R. (2017) Insights into reproduction and behavior of the smalltooth sawfish Pristis pectinata. Endangered Species Research, 34: 463-471",,title+year,10.3354/esr00868,Insights into reproduction and behavior of the smalltooth sawfish Pristis pectinata.,2017,"Feldheim, K.A. & Fields, A.T. & Chapman, D.D. & Scharer, R.M. & Poulakis, G.R. (2017)",25967.0
fernandomarquezfarias2014,"FERNANDO MARQUEZ-FARIAS, J. & LARA-MENDOZA, R.E. (2014) Notes about the reproductive tract of the chimaera, Hydrolagus melanophasma (Chondrichthyes, Holocephali), from the west coast of Baja California, Mexico. Hidrobiológica, 24 (2): 151",,title+year,,"Notes about the reproductive tract of the chimaera, Hydrolagus melanophasma (Chondrichthyes, Holocephali), from the west coast of Baja California, Mexico.",2014,"Fernando Marquez-Farias, J. & Lara-Mendoza, R.E. (2014)",22046.0
finucci2016,"FINUCCI, B. & BUSTAMANTE, C. & JONES, E.G. & DUNN, M.R. (2016) Reproductive biology and feeding habits of the prickly dogfish Oxynotus bruniensis. Journal of Fish Biology, 89 (5): 2345",,title+year,10.1111/jfb.13116,Reproductive biology and feeding habits of the prickly dogfish Oxynotus bruniensis.,2016,"Finucci, B. & Bustamante, C. & Jones, E.G. & Dunn, M.R. (2016)",24413.0
finucci2017,"FINUCCI, B. & DUNN, M.R. & JONES, E.G. & ANDERSON, J. (2017) Reproductive biology of the two deep-sea chimaerids, longnose spookfish (Harriotta raleighana) and Pacific spookfish (Rhinochimaera pacifica). Deep Sea Research Part I: Oceanographic Research Papers, 120: 76",,title+year,10.1016/j.dsr.2016.11.008,"Reproductive biology of the two deep-sea chimaerids, longnose spookfish (Harriotta raleighana) and Pacific spookfish (Rhinochimaera pacifica).",2017,"Finucci, B. & Dunn, M.R. & Jones, E.G. & Anderson, J. (2017)",25198.0
finucci2017a,"FINUCCI, B. & STEVENS, D.W. & JONES, E.G. & DUNN, M.R. (2017) Some observations on the biology of two rarely seen deep-sea chimaerids, Chimaera carophila and Hydrolagus homonycteris: deep-sea chimaerids. Journal of Fish Biology, 90 (5): 2020",,title+year,10.1111/jfb.13284,"Some observations on the biology of two rarely seen deep-sea chimaerids, Chimaera carophila and Hydrolagus homonycteris: deep-sea chimaerids.",2017,"Finucci, B. & Stevens, D.W. & Jones, E.G. & Dunn, M.R. (2017)",25186.0
finucci2018b,"FINUCCI, B. & WHITE, W.T. & KEMPER, J.M. & NAYLOR, G.J.P. (2018) Redescription of Chimaera ogilbyi (Chimaeriformes; Chimaeridae) from the Indo-Australian region. Zootaxa, 4375 (2): 191-210",,title+year,10.11646/zootaxa.4375.2.2,Redescription of Chimaera ogilbyi (Chimaeriformes; Chimaeridae) from the Indo-Australian region.,2018,"Finucci, B. & White, W.T. & Kemper, J.M. & Naylor, G.J.P. (2018)",25999.0
flowers2020,"Flowers, KI, et al. (2020) Annual breeding in a captive smalltooth sawfish, Pristis pectinata. J Fish. Biol.  	10.1111/jfb.14523",10.1111/jfb.14523,doi,10.1111/jfb.14523,"Annual breeding in a captive smalltooth sawfish, Pristis pectinata.",2020,"Flowers, K.I. & Chapman, D.D. & Kemp, T. & Wert, D. & Feldheim, K.A. (2020)",28958.0
fourmanoir1961,"FOURMANOIR, P. (1961) Requins de la cote ouest de Madagascar. Mémoires de l'Institut Scientifique de Madagascar. Série F. Océanographie, 4: 1",,title+year,,Requins de la cote ouest de Madagascar.,1961,"Fourmanoir, P. (1961)",840.0
freitas2017,"FREITAS, M. & VIEIRA, S. & COSTA, L. & DELGADO, J. & BISCOITO, M. & GONZALEZ, J.A. (2017) First records of Chimaera opalescens (Holocephali: Chimaeriformes: Chimaeridae) from Madeira and north-west African Coast. Acta Ichthyologica et Piscatoria, 47 (1): 81-84",,title+year,10.3750/aiep/02114,First records of Chimaera opalescens (Holocephali: Chimaeriformes: Chimaeridae) from Madeira and north-west African Coast.,2017,"Freitas, M. & Vieira, S. & Costa, L. & Delgado, J. & Biscoito, M. & Gonzalez, J.A. (2017)",25304.0
galvantirado2015,"GALVÁN-TIRADO, C. & GALVÁN-MAGAÑA, F. & OCHOA-BÁEZ, R.I. (2015) Reproductive biology of the silky shark Carcharhinus falciformis in the southern Mexican Pacific. Journal of the Marine Biological Association of the United Kingdom, 95 (3): 561",,title+year,10.1017/s0025315414001970,Reproductive biology of the silky shark Carcharhinus falciformis in the southern Mexican Pacific.,2015,"Galván-Tirado, C. & Galván-Magaña, F. & Ochoa-Báez, R.I. (2015)",22689.0
garrick1971,"GARRICK, J.A.F. (1971) Harriotta raleighana, a long-nosed chimaera (family Rhinochimaeridae), in New Zealand waters. Journal of the Royal Society of New Zealand, 1 (3/4): 203",,title+year,,"Harriotta raleighana, a long-nosed chimaera (family Rhinochimaeridae), in New Zealand waters.",1971,"Garrick, J.A.F. (1971)",3787.0
garrick1975,"GARRICK, J.A.F. & INADA, T. (1975) Dimensions of long-nosed chimaera Harriotta raleighana from New Zealand. New Zealand Journal of Marine and Freshwater Research, 9 (2): 159",,title+year,,Dimensions of long-nosed chimaera Harriotta raleighana from New Zealand.,1975,"Garrick, J.A.F. & Inada, T. (1975)",3817.0
gennari2007,"GENNARI, E. & SCACCO, U. (2007) First age and growth estimates in the deep water shark, Etmopterus spinax (Linnaeus, 1758), by deep coned vertebral analysis. Marine Biology, 152 (5): 1207",,title+year,10.1007/s00227-007-0769-y,"First age and growth estimates in the deep water shark, Etmopterus spinax (Linnaeus, 1758), by deep coned vertebral analysis.",2007,"Gennari, E. & Scacco, U. (2007)",6765.0
guttridge2015,"GUTTRIDGE, T.L. & GULAK, S.J.B. & FRANKS, B.R. & CARLSON, J.K. & GRUBER, S.H. & GLEDHILL, K.S. & BOND, M.E. & JOHNSON, G. & GRUBBS, R.D. (2015) Occurrence and habitat use of the critically endangered smalltooth sawfish Pristis pectinata in the Bahamas. Journal of Fish Biology, 87 (6): 1322",,title+year,10.1111/jfb.12825,Occurrence and habitat use of the critically endangered smalltooth sawfish Pristis pectinata in the Bahamas.,2015,"Guttridge, T.L. & Gulak, S.J.B. & Franks, B.R. & Carlson, J.K. & Gruber, S.H. & Gledhill, K.S. & Bond, M.E. & Johnson, G. & Grubbs, R.D. (2015)",23585.0
harry2011b,"HARRY, A.V. & TOBIN, A.J. & SIMPFENDORFER, C.A. & WELCH, D.J. & MAPLESTON, A. & WHITE, J. & WILLIAMS, A.J. & STAPLEY, J. (2011) Evaluating catch and mitigating risk in a multispecies, tropical, inshore shark fishery within the Great Barrier Reef World Heritage Area. Marine and Freshwater Research, 62 (6): 710",,title+year,10.1071/mf10155,"Evaluating catch and mitigating risk in a multispecies, tropical, inshore shark fishery within the Great Barrier Reef World Heritage Area.",2011,"Harry, A.V. & Tobin, A.J. & Simpfendorfer, C.A. & Welch, D.J. & Mapleston, A. & White, J. & Williams, A.J. & Stapley, J. (2011)",13287.0
harry2013,"HARRY, A.V. & TOBIN, A.J. & SIMPFENDORFER, C.A. (2013) Age, Size and reproductive biology of the spot-tail shark, Carcharhinus sorrah, and the Australian blacktip shark, C. tilstoni, from the Great Barrier Reef World Heritage Area, north-eastern Australia. Marine and Freshwater Research, 64 (4): 277",,title+year,10.1071/mf12142,"Age, Size and reproductive biology of the spot-tail shark, Carcharhinus sorrah, and the Australian blacktip shark, C. tilstoni, from the Great Barrier Reef World Heritage Area, north-eastern Australia.",2013,"Harry, A.V. & Tobin, A.J. & Simpfendorfer, C.A. (2013)",18081.0
henderson1996,"HENDERSON, A.C. (1996) Oxynotus paradoxus Frade. Irish Naturalists Journal, 25: 228",,title+year,,Oxynotus paradoxus Frade.,1996,"Henderson, A.C. (1996)",9341.0
ho2016,"HO, H.C. & NAKAYA, K. (2016) New record of the Japanese roughshark, Oxynotus japonicus Yano et Murofushi, 1985 (Elasmobranchii: Squaliformes: Oxynotidae) in Taiwan. Acta Ichthyologica et Piscatoria, 46 (4): 357",,title+year,10.3750/aip2016.46.4.08,"New record of the Japanese roughshark, Oxynotus japonicus Yano et Murofushi, 1985 (Elasmobranchii: Squaliformes: Oxynotidae) in Taiwan.",2016,"Ho, H.C. & Nakaya, K. (2016)",25135.0
hoyospadilla2012,"HOYOS-PADILLA, E.M. & CEBALLOS-VÁZQUEZ, B.P. & GALVÁN-MAGAÑA, F. (2012) Reproductive Biology of the Silky Shark Carcharhinus falciformis (Chondrichthyes: Carcharhinidae) off the west coast of Baja California Sur, Mexico. Aqua, International Journal of Ichthyology, 18 (1): 15",,title+year,,"Reproductive Biology of the Silky Shark Carcharhinus falciformis (Chondrichthyes: Carcharhinidae) off the west coast of Baja California Sur, Mexico.",2012,"Hoyos-Padilla, E.M. & Ceballos-Vázquez, B.P. & Galván-Magaña, F. (2012)",14952.0
inada1979,"INADA, T. & GARRICK, J.A.F. (1979) Rhinochimaera pacifica, a long-snouted Chimaera (Rhinochimaeridae), in New Zealand waters. Japanese Journal of Ichthyology, 25 (4): 235",,title+year,,"Rhinochimaera pacifica, a long-snouted Chimaera (Rhinochimaeridae), in New Zealand waters.",1979,"Inada, T. & Garrick, J.A.F. (1979)",3741.0
jaimerivera2019,"JAIME-RIVERA, Mario; LOPEZ-ARCHUNDIA, Roberto Carlos y SALINAS-ZAVALA, Cesar Augusto. New size record of the lollipop shark Cephalurus cephalus caught offshore Bahía Magdalena, Mexico. Lat. Am. J. Aquat. Res. [online]. 2019, vol.47, n.4 [citado 2020-08-10], pp.706-708. Disponible en: <https://scielo.conicyt.cl/scielo.php?script=sci_arttext&pid=S0718-560X2019000400706&lng=es&nrm=iso>. ISSN 0718-560X. http://dx.doi.org/10.3856/vol47-issue4-fulltext-13.",10.3856/vol47-issue4-fulltext-13,doi,10.3856/vol47-issue4-fulltext-13,"New size record of the lollipop shark Cephalurus cephalus caught offshore Bahia Magdalena, Mexico.",2019,"Jaime-Rivera, M. & Lopez-Archundia, R.C. & Salinas-Zavala, C.A. (2019)",27658.0
jaiteha2015,"JAITEHA, V.F. & MOMIGLIANO, P. (2015) New distribution records of the Vulnerable fossil shark Hemipristis elongata from eastern Indonesia call for improved fisheries management. Marine Biodiversity Records, 8: e79",,title+year,10.1017/s1755267215000548,New distribution records of the Vulnerable fossil shark Hemipristis elongata from eastern Indonesia call for improved fisheries management.,2015,"Jaiteha, V.F. & Momigliano, P. (2015)",22672.0
james2009,"JAMES, K.C. & EBERT, D.A. & LONG, D.J. & DIDIER, D.A. (2009) A new species of chimaera, Hydrolagus melanophasma sp. nov. (Chondrichthyes: Chimaeriformes: Chimaeridae), from the eastern North Pacific. Zootaxa, 2218: 59",,title+year,,"A new species of chimaera, Hydrolagus melanophasma sp. nov. (Chondrichthyes: Chimaeriformes: Chimaeridae), from the eastern North Pacific.",2009,"James, K.C. & Ebert, D.A. & Long, D.J. & Didier, D.A. (2009)",4500.0
joel1991,"JOEL, J.J. & EBENEZER, I.P. (1991) On a bramble shark with 52 embryos. Marine Fisheries Information Service, Technical and Extension Series, 108: 15",,title+year,,On a bramble shark with 52 embryos.,1991,"Joel, J.J. & Ebenezer, I.P. (1991)",14071.0
jolly2013,"JOLLY, K.A. & DA SILVA, C. & ATTWOOD, C.G. (2013) Age, Size and reproductive biology of the blue shark Prionace glauca in South African waters. African Journal of Marine Science, 35 (1): 99",,title+year,10.2989/1814232x.2013.783233,"Age, Size and reproductive biology of the blue shark Prionace glauca in South African waters.",2013,"Jolly, K.A. & da Silva, C. & Attwood, C.G. (2013)",19338.0
joung1995,"JOUNG, S.-J. & CHEN, C.T. (1995) Reproduction in the sandbar shark, Carcharhinus plumbeus, in the waters off northeastern Taiwan. Copeia, 1995 (3): 659",,title+year,,"Reproduction in the sandbar shark, Carcharhinus plumbeus, in the waters off northeastern Taiwan.",1995,"Joung, S.-J. & Chen, C.T. (1995)",5480.0
joung2004,"JOUNG, S.-J. & LIAO, Y.-Y. & CHEN, C.T. (2004) Age and growth of sandbar shark, Carcharhinus plumbeus, in northeastern Taiwan waters. Fisheries Research, 70 (1): 83",,title+year,10.1016/j.fishres.2004.06.018,"Age and growth of sandbar shark, Carcharhinus plumbeus, in northeastern Taiwan waters.",2004,"Joung, S.-J. & Liao, Y.-Y. & Chen, C.T. (2004)",6473.0
joung2005a,"JOUNG, S.-J. & LIAO, Y.-Y. & LIU, K.-M. & CHEN, C.T. & LEU, L.-C. (2005) Age, Growth, and Reproduction of the Spinner Shark, Carcharhinus brevipinna, in the Northeastern Waters of Taiwan. Zoological Studies, 44 (1): 102",,title+year,,"Age, Growth, and Reproduction of the Spinner Shark, Carcharhinus brevipinna, in the Northeastern Waters of Taiwan.",2005,"Joung, S.-J. & Liao, Y.-Y. & Liu, K.-M. & Chen, C.T. & Leu, L.-C. (2005)",1256.0
Joung2008,"Joung, SJ, Chen, CT, Lee, HH, Liu, KM. (2008) Age, growth, and reproduction of silky sharks, Carcharhinus falciformis, in northeastern Taiwan waters. Fish. Res. 10.1016/j.fishres.2007.09.025",10.1016/j.fishres.2007.09.025,doi,10.1016/j.fishres.2007.09.025,"Age, Size, and reproduction of silky sharks, Carcharhinus falciformis, in northeastern Taiwan waters.",2008,"Joung, S.-J. & Chen, C.T. & Lee, H.H. & Liu, K.-M. (2008)",4406.0
