sharkipedia_id,sharkipedia_source,sharkipedia_doi,match_method,our_doi,our_title,our_year,our_authors,our_literature_id
joung2015,"JOUNG, S.-J. & CHEN, J.-H. & CHIN, C.-P. & LIU, K.-M. (2015) Age and Growth of the Dusky Shark, Carcharhinus obscurus, in the Western North Pacific Ocean. Terrestrial Atmospheric and Oceanic Sciences, 26 (2): 153",,title+year,10.3319/tao.2014.10.15.01(oc),"Age and Growth of the Dusky Shark, Carcharhinus obscurus, in the Western North Pacific Ocean.",2015,"Joung, S.-J. & Chen, J.-H. & Chin, C.-P. & Liu, K.-M. (2015)",22698.0
joung2016,"JOUNG, S.-J. & CHEN, N.-F. & HSU, H.-H. & LIU, K.-M. (2016) Estimates of life history parameters of the oceanic whitetip shark, Carcharhinus longimanus, in the Western North Pacific Ocean. Marine Biology Research, 12 (7): 758",,title+year,10.1080/17451000.2016.1203947,"Estimates of life history parameters of the oceanic whitetip shark, Carcharhinus longimanus, in the Western North Pacific Ocean.",2016,"Joung, S.-J. & Chen, N.-F. & Hsu, H.-H. & Liu, K.-M. (2016)",24389.0
kabasakal2009,"KABASAKAL, H. (2009) Observations on a rare shark, Oxynotus centrina (Chondrichthyes: Oxynotidae), in the Sea of Marmara (north-western Turkey). Pan-American Journal of Aquatic Sciences, 4 (4): 609",,title+year,,"Observations on a rare shark, Oxynotus centrina (Chondrichthyes: Oxynotidae), in the Sea of Marmara (north-western Turkey).",2009,"Kabasakal, H. (2009)",12608.0
kabasakal2015,"KABASAKAL, H. (2015) Occurrence of the Angular Rough Shark, Oxynotus centrina (Chondrichthyes: Oxynotidae) in the Eastern Mediterranean. Annales, Series Historia Naturalis, 25 (1): 1",,title+year,,"Occurrence of the Angular Rough Shark, Oxynotus centrina (Chondrichthyes: Oxynotidae) in the Eastern Mediterranean.",2015,"Kabasakal, H. (2015)",22980.0
kemper2010,"KEMPER, J.M. & EBERT, D.A. & COMPAGNO, L.J.V. & DIDIER, D.A. (2010) Chimaera notafricana sp. nov. (Chondrichthyes: Chimaeriformes: Chimaeridae), a new species of chimaera from southern Africa. Zootaxa, 2532: 55",,title+year,,"Chimaera notafricana sp. nov. (Chondrichthyes: Chimaeriformes: Chimaeridae), a new species of chimaera from southern Africa.",2010,"Kemper, J.M. & Ebert, D.A. & Compagno, L.J.V. & Didier, D.A. (2010)",9839.0
kemper2010a,"KEMPER, J.M. & EBERT, D.A. & DIDIER, D.A. & COMPAGNO, L.J.V. (2010) Description of a new species of chimaerid, Chimaera bahamaensis from the Bahamas (Holocephali: Chimaeridae). Bulletin of Marine Science, 86 (3): 649",,title+year,,"Description of a new species of chimaerid, Chimaera bahamaensis from the Bahamas (Holocephali: Chimaeridae).",2010,"Kemper, J.M. & Ebert, D.A. & Didier, D.A. & Compagno, L.J.V. (2010)",9363.0
kemper2015c,"KEMPER, J.M. & EBERT, D.A. & NAYLOR, G.J.P. & DIDIER, D.A. (2015) Chimaera carophila (Chondrichthyes: Chimaeriformes: Chimaeridae), a new species of chimaera from New Zealand. Bulletin of Marine Science, 91 (1): 63",,title+year,10.5343/bms.2014.1042,"Chimaera carophila (Chondrichthyes: Chimaeriformes: Chimaeridae), a new species of chimaera from New Zealand.",2015,"Kemper, J.M. & Ebert, D.A. & Naylor, G.J.P. & Didier, D.A. (2015)",21769.0
koehler2018,"KOEHLER, L. (2018) New records of angular rough sharks Oxynotus centrina in the coastal waters of Malta, with observations on post-capture resilience and release behaviour. Journal of Fish Biology, 92 (6): 2039-2044",,title+year,10.1111/jfb.13641,"New records of angular rough sharks Oxynotus centrina in the coastal waters of Malta, with observations on post-capture resilience and release behaviour.",2018,"Koehler, L. (2018)",26353.0
kousteni2016a,"KOUSTENI, V. & MEGALOFONOU, P. (2016) Observations on the biological traits of the rare shark Oxynotus centrina (Chondrichthyes: Oxynotidae) in the Hellenic Sea. Journal of Fish Biology, 89 (3): 1880",,title+year,10.1111/jfb.13077,Observations on the biological traits of the rare shark Oxynotus centrina (Chondrichthyes: Oxynotidae) in the Hellenic Sea.,2016,"Kousteni, V. & Megalofonou, P. (2016)",24350.0
kyne2021,"Kyne PM, Oetinger M, Grant MI, Feutry P (2021) Life history of the Critically Endangered largetooth sawfish: a compilation of data for population assessment and demographic modelling. Endang Species Res 44:79-88. https://doi.org/10.3354/esr01090",10.3354/esr01090,doi,10.3354/esr01090,Life history of the Critically Endangered largetooth sawfish: a compilation of data for population assessment and demographic modelling.,2021,"Kyne, P.M. & Oetinger, M. & Grant, M.I. & Feutry, P. (2021)",29771.0
laramendoza2014,"LARA-MENDOZA, R.E. & MARQUEZ-FARIAS, J.F. (2014) Length structure and weight-length relationship of the slaty-spotted guitarfish, Rhinobatos glaucostigma (Rajiformes: Rhinobatidae) from continental shelf of Sinaloa, Mexico. Hidrobiologica, 24 (2): 119",,title+year,,"Length structure and weight-length relationship of the slaty-spotted guitarfish, Rhinobatos glaucostigma (Rajiformes: Rhinobatidae) from continental shelf of Sinaloa, Mexico.",2014,"Lara-Mendoza, R.E. & Marquez-Farias, J.F. (2014)",22085.0
last2008u,"LAST, P.R. & WHITE, W.T. & POGONOSKI, J.J. (2008) Chimaera argiloba sp. nov., a new species of chimaerid (Chimaeriformes: Chimaeridae) from northwestern Australia. CSIRO Marine and Atmospheric Research Paper, 22: 341",,title+year,,"Chimaera argiloba sp. nov., a new species of chimaerid (Chimaeriformes: Chimaeridae) from northwestern Australia.",2008,"Last, P.R. & White, W.T. & Pogonoski, J.J. (2008)",3358.0
lessa2004,"LESSA, R. & SANTANA, F.M. & HAZIN, F.H.V. (2004) Age and growth of the blue shark Prionace glauca (Linnaeus, 1758) off north-eastern Brazil. Fisheries Research, 66 (1): 19",,title+year,10.1016/s0165-7836(03)00193-0,"Age and growth of the blue shark Prionace glauca (Linnaeus, 1758) off north-eastern Brazil.",2004,"Lessa, R. & Santana, F.M. & Hazin, F.H.V. (2004)",5687.0
liu1998,"LIU, K.-M. & CHIANG, P.J. & CHEN, C.T. (1998) Age and growth estimates of the bigeye thresher shark, Alopias superciliosus, in northeastern Taiwan waters. Fishery Bulletin, 96 (3): 482",,title+year,,"Age and growth estimates of the bigeye thresher shark, Alopias superciliosus, in northeastern Taiwan waters.",1998,"Liu, K.-M. & Chiang, P.J. & Chen, C.T. (1998)",1471.0
long1997,"LONG, D.J. (1997) First account of the birdbeak dogfish shark, Deania calcea, (Chondrichthyes: Squalidae) from the northern coast of Peru. Revista de Biología Tropical, 45 (2): 937",,title+year,,"First account of the birdbeak dogfish shark, Deania calcea, (Chondrichthyes: Squalidae) from the northern coast of Peru.",1997,"Long, D.J. (1997)",3870.0
luchetti2011,"LUCHETTI, E.A. & IGLÉSIAS, S.P. & SELLOS, D.Y. (2011) Chimaera opalescens n. sp., a new chimaeroid (Chondrichthyes: Holocephali) from the north-eastern Atlantic Ocean. Journal of Fish Biology, 79 (2): 399",,title+year,10.1111/j.1095-8649.2011.03027.x,"Chimaera opalescens n. sp., a new chimaeroid (Chondrichthyes: Holocephali) from the north-eastern Atlantic Ocean.",2011,"Luchetti, E.A. & Iglésias, S.P. & Sellos, D.Y. (2011)",13545.0
lucifora2005,"LUCIFORA, L.O. & MENNI, R.C. & ESCALANTE, A.H. (2005) Reproduction and seasonal occurrence of the copper shark, Carcharhinus brachyurus, from north Patagonia, Argentina. ICES Journal of Marine Science, 62 (1): 107",,title+year,10.1016/j.icesjms.2004.09.003,"Reproduction and seasonal occurrence of the copper shark, Carcharhinus brachyurus, from north Patagonia, Argentina.",2005,"Lucifora, L.O. & Menni, R.C. & Escalante, A.H. (2005)",5409.0
machado2000,"MACHADO, P.B. & FIGUEIREDO, I. (2000) A technique for ageing the birdbeak dogfish (Deania calcea Lowe, 1839) from dorsal spines. Fisheries Research, 45 (1): 93",,title+year,10.1016/s0165-7836(99)00100-9,"A technique for ageing the birdbeak dogfish (Deania calcea Lowe, 1839) from dorsal spines.",2000,"Machado, P.B. & Figueiredo, I. (2000)",6464.0
macneil2003,"MACNEIL, M.A. & CAMPANA, S.E. (2003) Comparison of whole and sectioned vertebrae for determining the age of young blue shark (Prionace glauca). Journal of Northwest Atlantic Fishery Science, 30: 77",,title+year,,Comparison of whole and sectioned vertebrae for determining the age of young blue shark (Prionace glauca).,2003,"Macneil, M.A. & Campana, S.E. (2003)",5394.0
marianomelendez1997,"MARIANO-MELENDÉZ, E. (1997) Biología reproductiva de la raya lodera Dasyatis brevis (Garman, 1880), en Bahía Almejas, B.C.S., México. Tesis, Universidad Autóma de Baja California Sur, La Paz, B.C.S., México. 46 p.",,title+year,,"Biología reproductiva de la raya lodera Dasyatis brevis (Garman, 1880), en Bahía Almejas, B.C.S., México.",1997,"Mariano-Melendéz, E. (1997)",
marquezfarias2005a,"MÁRQUEZ-FARIAS, J.F. & CORRO-ESPINOSA, D. & CASTILLO-GÉNIZ, J.L. (2005) Observations of the Biology of the Pacific Sharpnose Shark (Rhizoprionodon longurio, Jordan and Gilbert, 1882), Captured in Southern Sinaloa, México. Journal of Northwest Atlantic Fishery Science, 35: 107",,title+year,10.2960/j.v35.m506,"Observations of the Biology of the Pacific Sharpnose Shark (Rhizoprionodon longurio, Jordan and Gilbert, 1882), Captured in Southern Sinaloa, México.",2005,"Márquez-Farias, J.F. & Corro-Espinosa, D. & Castillo-Géniz, J.L. (2005)",7499.0
marquezfarias2007,"MÁRQUEZ-FARÍAS, J.F. (2007) Reproductive biology of shovelnose guitarfish Rhinobatos productus from the eastern Gulf of California México. Marine Biology, 151 (4): 1445",,title+year,10.1007/s00227-006-0599-3,Reproductive biology of shovelnose guitarfish Rhinobatos productus from the eastern Gulf of California México.,2007,"Márquez-Farías, J.F. (2007)",7137.0
mathews1975,"MATHEWS, C.P. (1975) Some observations on the ecology of Galeus piperatus Springer and Wagner, a little known shark endemic to the Northern Gulf of California. Journal of Fish Biology, 7 (1): 77",,title+year,10.1111/j.1095-8649.1975.tb04577.x,"Some observations on the ecology of Galeus piperatus Springer and Wagner, a little known shark endemic to the Northern Gulf of California.",1975,"Mathews, C.P. (1975)",4938.0
mccord2009,"MCCORD, M.E. & LAMBERTH, S.J. (2009) Catching and tracking the world's largest Zambezi (bull) shark Carcharhinus leucas in the Breede Estuary, South Africa: the first 43 hours. African Journal of Marine Science, 31 (1): 107",,title+year,10.2989/ajms.2009.31.1.11.782,"Catching and tracking the world's largest Zambezi (bull) shark Carcharhinus leucas in the Breede Estuary, South Africa: the first 43 hours.",2009,"McCord, M.E. & Lamberth, S.J. (2009)",7656.0
medinarosas2014,"MEDINA-ROSAS, P. & ROSA RAYMUNDO-HUIZAR, A. (2014) Primer registro del pez de aguas profundas Harriotta raleighana (Chondrichthyes: Rhinochimaeridae) en la costa de Jalisco, Pacífico mexicano. [First record of the deep-sea fish Harriotta raleighana (Chondrichthyes: Rhinochimaeridae) off Jalisco, Mexican Pacific]. Revista Mexicana de Biodiversidad, 85 (4): 1277",,title+year,10.7550/rmb.46251,"Primer registro del pez de aguas profundas Harriotta raleighana (Chondrichthyes: Rhinochimaeridae) en la costa de Jalisco, Pacífico mexicano. [First record of the deep-sea fish Harriotta raleighana (Chondrichthyes: Rhinochimaeridae) off Jalisco, Mexican Pacific].",2014,"Medina-Rosas, P. & Rosa Raymundo-Huizar, A. (2014)",22055.0
megalofonou2004,"MEGALOFONOU, P. & DAMALAS, D. (2004) Morphological and biological characteristics of a gravid angular rough shark (Oxynotus centrina) and its embryos from the Eastern Mediterranean Sea. Cybium, 28 (2): 105",,title+year,,Morphological and biological characteristics of a gravid angular rough shark (Oxynotus centrina) and its embryos from the Eastern Mediterranean Sea.,2004,"Megalofonou, P. & Damalas, D. (2004)",1625.0
megalofonou2009a,"MEGALOFONOU, P. & DAMALAS, D. & DE METRIO, G. (2009) Biological characteristics of blue shark, Prionace glauca, in the Mediterranean Sea. Journal of the Marine Biological Association of the United Kingdom, 89 (6): 1233",,title+year,10.1017/s0025315409000216,"Biological characteristics of blue shark, Prionace glauca, in the Mediterranean Sea.",2009,"Megalofonou, P. & Damalas, D. & de Metrio, G. (2009)",23844.0
mendizabal1995,"MENDIZÁBAL, J. & ORIZA, D. (1995) Biología Reproductiva, Crecimiento, Mortalidad y Diagnóstico de Alopias vulpinus (Tiburón Zorro) y Carcharhinus limbatus (Tiburón Volador); en la Boca del Golfo de California al Golfo de Tehuantepec, Periodo 1986-1987. Tesis de Maestría en Ciencias. Biología. Fac, de Ciencias. UNAM",,title+year,,"Biología Reproductiva, Crecimiento, Mortalidad y Diagnóstico de Alopias vulpinus (Tiburón Zorro) y Carcharhinus limbatus (Tiburón Volador); en la Boca del Golfo de California al Golfo de Tehuantepec, Periodo 1986-1987.",1995,"Mendizábal, J. & Oriza, D. (1995)",
moore2013a,"MOORE, A.B.M. & PEIRCE, R. (2013) Composition of elasmobranch landings in Bahrain. African Journal of Marine Science, 35 (4): 593",,title+year,10.2989/1814232x.2013.866160,Composition of elasmobranch landings in Bahrain.,2013,"Moore, A.B.M. & Peirce, R. (2013)",20039.0
moura2004,"MOURA, T. & FIGUEIREDO, I. & MACHADO, P.B. & GORDO, L.S. (2004) Growth pattern and reproductive strategy of the holocephalan Chimaera monstrosa along the Portuguese continental slope. Journal of the Marine Biological Association of the United Kingdom, 84 (4): 801",,title+year,10.1017/s002531540400997xh,Growth pattern and reproductive strategy of the holocephalan Chimaera monstrosa along the Portuguese continental slope.,2004,"Moura, T. & Figueiredo, I. & Machado, P.B. & Gordo, L.S. (2004)",15063.0
moura2005,"MOURA, T. & FIGUEIREDO, I. & BORDALO-MACHADO, P. & ALMEIDA, C. & GORDO, L.S. (2005) A new deep-water chimaerid species, Hydrolagus lusitanicus n. sp., from off mainland Portugal with a proposal of a new identification key for the genus Hydrolagus (Holocephali: Chimaeridae) in the north-east Atlantic. Journal of Fish Biology, 67 (3): 742",,title+year,10.1111/j.0022-1112.2005.00774.x,"A new deep-water chimaerid species, Hydrolagus lusitanicus n. sp., from off mainland Portugal with a proposal of a new identification key for the genus Hydrolagus (Holocephali: Chimaeridae) in the north-east Atlantic.",2005,"Moura, T. & Figueiredo, I. & Bordalo-Machado, P. & Almeida, C. & Gordo, L.S. (2005)",3770.0
mourier2013a,"MOURIER, J. & MILLS, S.C. & PLANES, S. (2013) Population structure, spatial distribution and life-history traits of blacktip reef sharks Carcharhinus melanopterus. Journal of Fish Biology, 82 (3): 979",,title+year,10.1111/jfb.12039,"Population structure, spatial distribution and life-history traits of blacktip reef sharks Carcharhinus melanopterus.",2013,"Mourier, J. & Mills, S.C. & Planes, S. (2013)",17856.0
nakaya1978,"NAKAYA, K. & BASS, A.J. (1978) The Frill Shark Chlamydoselachus anguineus in New Zealand seas. New Zealand Journal of Marine and Freshwater Research, 12 (4): 397",,title+year,,The Frill Shark Chlamydoselachus anguineus in New Zealand seas.,1978,"Nakaya, K. & Bass, A.J. (1978)",1770.0
natanson1995,"NATANSON, L.J. & CASEY, J.G. & KOHLER, N.E. (1995) Age and growth estimates for the dusky shark, Carcharhinus obscurus, in the western North Atlantic Ocean. Fishery Bulletin, 93 (1): 116",,title+year,,"Age and growth estimates for the dusky shark, Carcharhinus obscurus, in the western North Atlantic Ocean.",1995,"Natanson, L.J. & Casey, J.G. & Kohler, N.E. (1995)",5549.0
natanson1996,"NATANSON, L.J. & KOHLER, N.E. (1996) A preliminary estimate of age and Size of the dusky shark (Carcharhinus obscurus) from the southwest Indian Ocean, with comparisons to the western North Atlantic population. South African Journal of Marine Science, 17 (1): 217",,title+year,10.2989/025776196784158572,"A preliminary estimate of age and Size of the dusky shark (Carcharhinus obscurus) from the southwest Indian Ocean, with comparisons to the western North Atlantic population.",1996,"Natanson, L.J. & Kohler, N.E. (1996)",5932.0
natanson2014,"NATANSON, L.J. & ADAMS, D.H. & WINTON, M.V. & MAURER, J.R. (2014) Age and Growth of the Bull Shark in the Western North Atlantic Ocean. Transactions of the American Fisheries Society, 143 (3): 732",,title+year,10.1080/00028487.2014.892537,Age and Growth of the Bull Shark in the Western North Atlantic Ocean.,2014,"Natanson, L.J. & Adams, D.H. & Winton, M.V. & Maurer, J.R. (2014)",20978.0
nunes2016,"NUNES, J. L. S. & RINCON, G. & PIORSKI, N.M. & MARTINS, A.P.B. (2016) Near-term embryos in a Pristis pristis (Elasmobranchii: Pristidae) from Brazil. Journal of Fish Biology, 89 (1): 1112",,title+year,10.1111/jfb.12946,Near-term embryos in a Pristis pristis (Elasmobranchii: Pristidae) from Brazil.,2016,"Nunes, J.L.S. & Rincon, G. & Piorski, N.M. & Martins, A.P.B. (2016)",23920.0
orlov2011d,"ORLOV, A.M. & KULISH, E.F. & MUKHAMETOV, I.N. & SHUBIN, O.A. (2011) Age and Size of spiny dogfish Squalus acanthias (Squalidae, Chondrichthyes) in pacific waters off the Kuril Islands. Journal of Ichthyology, 51 (1): 42",,title+year,10.1134/s0032945210061049,"Age and Size of spiny dogfish Squalus acanthias (Squalidae, Chondrichthyes) in pacific waters off the Kuril Islands.",2011,"Orlov, A.M. & Kulish, E.F. & Mukhametov, I.N. & Shubin, O.A. (2011)",12438.0
parsons2002,"PARSONS, G.R. & INGRAM, G.W. & HAVARD, R. (2002) First record of the goblin shark Mitsukurina owstoni, Jordan (Family Mitsukurinidae) in the Gulf of Mexico. Southeastern Naturalist, 1 (2): 189",,title+year,10.1656/1528-7092(2002)001[0189:frotgs]2.0.co;2,"First record of the goblin shark Mitsukurina owstoni, Jordan (Family Mitsukurinidae) in the Gulf of Mexico.",2002,"Parsons, G.R. & Ingram, G.W. & Havard, R. (2002)",16980.0
perezjimenez2011,"PÉREZ-JIMÉNEZ, J.C. (2011) Reproductive biology of the cownose ray Rhinoptera bonasus (Elasmobranchii) in the Southeastern Gulf of Mexico. Hidrobiológica, 21 (2): 159",,title+year,,Reproductive biology of the cownose ray Rhinoptera bonasus (Elasmobranchii) in the Southeastern Gulf of Mexico.,2011,"Pérez-Jiménez, J.C. (2011)",14548.0
peverell2005,"PEVERELL, S.C. (2005) Distribution of sawfishes (Pristidae) in the Queensland Gulf of Carpentaria, Australia, with notes on sawfish ecology. Environmental Biology of Fishes, 73 (4): 391",,title+year,10.1007/s10641-005-1599-8,"Distribution of sawfishes (Pristidae) in the Queensland Gulf of Carpentaria, Australia, with notes on sawfish ecology.",2005,"Peverell, S.C. (2005)",2990.0
peverell2009,"PEVERELL, S.C. (2008) Sawfish (Pristidae) of the Gulf of Carpentaria, Queensland Australia. MSc Thesis, James Cook University",,title+year,,"Sawfish (Pristidae) of the Gulf of Carpentaria, Queensland Australia.",2008,"Peverell, S.C. (2008)",
piercy2010,"PIERCY, A.N. & CARLSON, J.K. & PASSEROTTI, M.S. (2010) Age and growth of the great hammerhead shark, Sphyrna mokarran, in the north-westernAtlantic Ocean and Gulf of Mexico. Marine and Freshwater Research, 61 (9): 992",,title+year,10.1071/mf09227,"Age and growth of the great hammerhead shark, Sphyrna mokarran, in the north-westernAtlantic Ocean and Gulf of Mexico.",2010,"Piercy, A.N. & Carlson, J.K. & Passerotti, M.S. (2010)",10241.0
pogonoski2002,"POGONOSKI, J.J. & POLLARD, D.A. & PAXTON, J.R. (2002) Conservation overview and action plan for Australian threatened and potentially threatened marine and estuarine fishies. Commonwealth of Australia 2002, ISBN 0 642 54786 6",,title+year,,Conservation overview and action plan for Australian threatened and potentially threatened marine and estuarine fishies.,2002,"Pogonoski, J.J. & Pollard, D.A. & Paxton, J.R. (2002)",18061.0
polancovasquez2017,"POLANCO-VÁSQUEZ, F. & HACOHEN-DOMENÉ, A. & MÉNDEZ, T. & PACAY, A. & GRAHAM, R.T. (2017) First record of the chimaera Neoharriota carri (Bullis and Carpenter 1966) in the Caribbean of Guatemala. Marine Biodiversity Records, 10: 1",,title+year,10.1186/s41200-016-0104-8,First record of the chimaera Neoharriota carri (Bullis and Carpenter 1966) in the Caribbean of Guatemala.,2017,"Polanco-Vásquez, F. & Hacohen-Domené, A. & Méndez, T. & Pacay, A. & Graham, R.T. (2017)",25054.0
poulakis2011,"POULAKIS, G.R. & STEVENS, P.W. & TIMMERS, A.A. & WILEY, T.R. & SIMPFENDORFER, C.A. (2011) Abiotic affinities and spatiotemporal distribution of the endangered smalltooth sawfish, Pristis pectinata, in a south-western Florida nursery. Marine and Freshwater Research, 62 (10): 1165",,title+year,10.1071/mf11008,"Abiotic affinities and spatiotemporal distribution of the endangered smalltooth sawfish, Pristis pectinata, in a south-western Florida nursery.",2011,"Poulakis, G.R. & Stevens, P.W. & Timmers, A.A. & Wiley, T.R. & Simpfendorfer, C.A. (2011)",14018.0
pratt1979,"PRATT, H.L. (1979) Reproduction in the blue shark, Prionace glauca. Fishery Bulletin, 77 (2): 445",,title+year,,"Reproduction in the blue shark, Prionace glauca.",1979,"Pratt, H.L. (1979)",2844.0
psomadakis2009a,"PSOMADAKIS, P.N. & VACCHI, M. & DI MUCCIO, S. & SARÀ, M. (2009) First historical record of Carcharhinus brachyurus (Chondrichthyes, Carcharhiniformes) in the Mediterranean Sea. Italian Journal of Zoology, 76 (2): 201",,title+year,10.1080/11250000802364673,"First historical record of Carcharhinus brachyurus (Chondrichthyes, Carcharhiniformes) in the Mediterranean Sea.",2009,"Psomadakis, P.N. & Vacchi, M. & Di Muccio, S. & Sarà, M. (2009)",17473.0
quaranta2006,"QUARANTA, K.L. & DIDIER, D.A. & LONG, D.J. & EBERT, D.A. (2006) A new species of chimaeroid, Hydrolagus alphus sp. nov. (Chimaeriformes: Chimaeridae) from the Galapagos Islands. Zootaxa, 1377: 33",,title+year,,"A new species of chimaeroid, Hydrolagus alphus sp. nov. (Chimaeriformes: Chimaeridae) from the Galapagos Islands.",2006,"Quaranta, K.L. & Didier, D.A. & Long, D.J. & Ebert, D.A. (2006)",3925.0
randall1977,"RANDALL, J.E. (1977) Contribution to the Biology of the Whitetip Reef Shark (Triaenodon obesus). Pacific Science, 31 (2): 143",,title+year,,Contribution to the Biology of the Whitetip Reef Shark (Triaenodon obesus).,1977,"Randall, J.E. (1977)",2959.0
ribotcarballal2005,"RIBOT-CARBALLAL, M.C. & GALVÁN-MAGAÑA, F. & QUINONEZ-VELAZQUEZ, C. (2005) Age and growth of the shortfin mako shark, Isurus oxyrinchus, from the western coast of Baja California Sur, Mexico. Fisheries Research, 76 (1): 14",,title+year,10.1016/j.fishres.2005.05.004,"Age and growth of the shortfin mako shark, Isurus oxyrinchus, from the western coast of Baja California Sur, Mexico.",2005,"Ribot-Carballal, M.C. & Galván-Magaña, F. & Quinonez-Velazquez, C. (2005)",6477.0
