primary_discipline,full_name,technique_name,year,paper_count,total_mentions
BEH,Behaviour,BORIS,1983,1,4
BEH,Behaviour,BORIS,1989,1,2
BEH,Behaviour,BORIS,2001,1,4
BEH,Behaviour,BORIS,2003,1,3
BEH,Behaviour,BORIS,2004,1,3
BEH,Behaviour,BORIS,2007,1,3
BEH,Behaviour,BORIS,2008,2,9
BEH,Behaviour,BORIS,2009,2,9
BEH,Behaviour,BORIS,2010,3,14
BEH,Behaviour,BORIS,2011,1,4
BEH,Behaviour,BORIS,2012,1,2
BEH,Behaviour,BORIS,2013,3,40
BEH,Behaviour,BORIS,2014,5,17
BEH,Behaviour,BORIS,2015,2,14
BEH,Behaviour,BORIS,2016,4,17
BEH,Behaviour,BORIS,2017,1,3
BEH,Behaviour,BORIS,2018,3,18
BEH,Behaviour,BORIS,2019,6,48
BEH,Behaviour,BORIS,2020,1,4
BEH,Behaviour,BORIS,2021,4,29
BEH,Behaviour,BORIS,2022,7,61
BEH,Behaviour,BORIS,2023,1,3
BEH,Behaviour,BORIS,2024,2,34
BEH,Behaviour,BORIS,2025,2,16
BEH,Behaviour,Behavioural Observation,2007,1,4
BEH,Behaviour,Behavioural Observation,2010,1,3
BEH,Behaviour,Behavioural Observation,2012,1,4
BEH,Behaviour,Behavioural Observation,2017,1,2
BEH,Behaviour,Behavioural Observation,2020,1,4
BEH,Behaviour,Behavioural Observation,2023,1,6
BEH,Behaviour,Behavioural Observation,2024,1,5
BEH,Behaviour,Dominance hierarchy,1982,1,8
BEH,Behaviour,Dominance hierarchy,1985,1,6
BEH,Behaviour,Dominance hierarchy,1991,1,12
BEH,Behaviour,Dominance hierarchy,1993,1,10
BEH,Behaviour,Dominance hierarchy,2001,2,14
BEH,Behaviour,Dominance hierarchy,2006,1,4
BEH,Behaviour,Dominance hierarchy,2009,1,3
BEH,Behaviour,Dominance hierarchy,2010,1,3
BEH,Behaviour,Dominance hierarchy,2011,1,4
BEH,Behaviour,Dominance hierarchy,2012,2,18
BEH,Behaviour,Dominance hierarchy,2013,1,3
BEH,Behaviour,Dominance hierarchy,2014,1,3
BEH,Behaviour,Dominance hierarchy,2015,3,13
BEH,Behaviour,Dominance hierarchy,2016,1,3
BEH,Behaviour,Dominance hierarchy,2018,4,54
BEH,Behaviour,Dominance hierarchy,2019,1,5
BEH,Behaviour,Dominance hierarchy,2020,1,4
BEH,Behaviour,Dominance hierarchy,2021,1,65
BEH,Behaviour,Dominance hierarchy,2022,1,2
BEH,Behaviour,Dominance hierarchy,2023,2,39
BEH,Behaviour,Dominance hierarchy,2024,2,12
BEH,Behaviour,Dominance hierarchy,2025,1,5
BEH,Behaviour,Ethogram Development,2024,1,4
BEH,Behaviour,Focal Sampling,2014,1,4
BEH,Behaviour,Focal Sampling,2021,2,16
BEH,Behaviour,Learning Experiments,2009,1,18
BEH,Behaviour,Learning Experiments,2010,1,4
BEH,Behaviour,Learning Experiments,2014,1,6
BEH,Behaviour,Learning Experiments,2015,2,7
BEH,Behaviour,Learning Experiments,2018,3,19
BEH,Behaviour,Learning Experiments,2020,1,10
BEH,Behaviour,Operant Conditioning,1960,1,4
BEH,Behaviour,Operant Conditioning,1981,1,6
BEH,Behaviour,Operant Conditioning,1984,1,2
BEH,Behaviour,Operant Conditioning,1988,1,4
BEH,Behaviour,Operant Conditioning,1993,1,15
BEH,Behaviour,Operant Conditioning,2006,1,3
BEH,Behaviour,Operant Conditioning,2009,1,36
BEH,Behaviour,Operant Conditioning,2010,1,3
BEH,Behaviour,Operant Conditioning,2011,1,7
BEH,Behaviour,Operant Conditioning,2012,1,6
BEH,Behaviour,Operant Conditioning,2013,3,13
BEH,Behaviour,Operant Conditioning,2014,2,12
BEH,Behaviour,Operant Conditioning,2015,1,8
BEH,Behaviour,Operant Conditioning,2018,3,24
BEH,Behaviour,Operant Conditioning,2020,1,3
BEH,Behaviour,Operant Conditioning,2021,1,7
BEH,Behaviour,Operant Conditioning,2022,2,13
BEH,Behaviour,Operant Conditioning,2023,2,12
BEH,Behaviour,Scan Sampling,2017,1,3
BEH,Behaviour,Scan Sampling,2021,1,8
BEH,Behaviour,Social Network Analysis,1982,1,7
BEH,Behaviour,Social Network Analysis,2010,3,25
BEH,Behaviour,Social Network Analysis,2012,4,51
BEH,Behaviour,Social Network Analysis,2014,2,57
BEH,Behaviour,Social Network Analysis,2015,2,8
BEH,Behaviour,Social Network Analysis,2016,2,25
BEH,Behaviour,Social Network Analysis,2017,2,24
BEH,Behaviour,Social Network Analysis,2018,3,14
BEH,Behaviour,Social Network Analysis,2019,4,28
BEH,Behaviour,Social Network Analysis,2020,4,21
BEH,Behaviour,Social Network Analysis,2021,7,119
BEH,Behaviour,Social Network Analysis,2022,1,75
BEH,Behaviour,Social Network Analysis,2023,4,50
BEH,Behaviour,Social Network Analysis,2024,4,43
BEH,Behaviour,Social Network Analysis,2025,5,37
BEH,Behaviour,Video Analysis,1993,1,3
BEH,Behaviour,Video Analysis,1994,1,3
BEH,Behaviour,Video Analysis,1995,1,3
BEH,Behaviour,Video Analysis,1997,1,8
BEH,Behaviour,Video Analysis,2000,1,2
BEH,Behaviour,Video Analysis,2003,2,5
BEH,Behaviour,Video Analysis,2005,1,3
BEH,Behaviour,Video Analysis,2007,1,4
BEH,Behaviour,Video Analysis,2008,1,3
BEH,Behaviour,Video Analysis,2009,3,14
BEH,Behaviour,Video Analysis,2010,1,3
BEH,Behaviour,Video Analysis,2011,2,7
BEH,Behaviour,Video Analysis,2012,3,13
BEH,Behaviour,Video Analysis,2013,3,18
BEH,Behaviour,Video Analysis,2014,8,48
BEH,Behaviour,Video Analysis,2015,7,28
BEH,Behaviour,Video Analysis,2016,3,14
BEH,Behaviour,Video Analysis,2017,5,25
BEH,Behaviour,Video Analysis,2018,9,36
BEH,Behaviour,Video Analysis,2019,9,103
BEH,Behaviour,Video Analysis,2020,12,87
BEH,Behaviour,Video Analysis,2021,7,33
BEH,Behaviour,Video Analysis,2022,14,109
BEH,Behaviour,Video Analysis,2023,6,34
BEH,Behaviour,Video Analysis,2024,6,39
BIO,Biology,Body Measurements,1954,1,6
BIO,Biology,Body Measurements,1963,1,2
BIO,Biology,Body Measurements,1965,1,3
BIO,Biology,Body Measurements,1968,1,2
BIO,Biology,Body Measurements,1972,2,5
BIO,Biology,Body Measurements,1973,1,4
BIO,Biology,Body Measurements,1976,1,4
BIO,Biology,Body Measurements,1977,1,2
BIO,Biology,Body Measurements,1978,1,3
BIO,Biology,Body Measurements,1983,2,8
BIO,Biology,Body Measurements,1984,1,2
BIO,Biology,Body Measurements,1985,2,5
BIO,Biology,Body Measurements,1986,1,2
BIO,Biology,Body Measurements,1988,1,2
BIO,Biology,Body Measurements,1989,1,2
BIO,Biology,Body Measurements,1990,1,9
BIO,Biology,Body Measurements,1991,1,3
BIO,Biology,Body Measurements,1997,2,9
BIO,Biology,Body Measurements,1999,1,4
BIO,Biology,Body Measurements,2000,1,4
BIO,Biology,Body Measurements,2001,1,4
BIO,Biology,Body Measurements,2005,3,8
BIO,Biology,Body Measurements,2006,1,7
BIO,Biology,Body Measurements,2007,1,3
BIO,Biology,Body Measurements,2008,2,6
BIO,Biology,Body Measurements,2009,2,9
BIO,Biology,Body Measurements,2010,3,15
BIO,Biology,Body Measurements,2011,1,4
BIO,Biology,Body Measurements,2012,2,11
BIO,Biology,Body Measurements,2013,1,2
BIO,Biology,Body Measurements,2014,1,9
BIO,Biology,Body Measurements,2015,5,20
BIO,Biology,Body Measurements,2016,8,25
BIO,Biology,Body Measurements,2017,2,13
BIO,Biology,Body Measurements,2018,4,29
BIO,Biology,Body Measurements,2019,4,13
BIO,Biology,Body Measurements,2020,7,37
BIO,Biology,Body Measurements,2021,4,17
BIO,Biology,Body Measurements,2022,6,25
BIO,Biology,Body Measurements,2023,5,22
BIO,Biology,Body Measurements,2024,8,32
BIO,Biology,Body Measurements,2025,3,9
BIO,Biology,Fecundity Estimation,2001,1,5
BIO,Biology,Fecundity Estimation,2006,1,5
BIO,Biology,Fecundity Estimation,2008,1,6
BIO,Biology,Fecundity Estimation,2009,1,6
BIO,Biology,Fecundity Estimation,2013,1,4
BIO,Biology,Fecundity Estimation,2014,1,9
BIO,Biology,Fecundity Estimation,2020,1,3
BIO,Biology,Health Indices,2012,1,4
BIO,Biology,Health Indices,2020,1,12
BIO,Biology,Length-Frequency Analysis,1975,1,3
BIO,Biology,Length-Frequency Analysis,1977,1,2
BIO,Biology,Length-Frequency Analysis,1982,1,3
BIO,Biology,Length-Frequency Analysis,1983,1,12
BIO,Biology,Length-Frequency Analysis,1992,3,10
BIO,Biology,Length-Frequency Analysis,1997,1,3
BIO,Biology,Length-Frequency Analysis,1998,1,2
BIO,Biology,Length-Frequency Analysis,2001,1,4
BIO,Biology,Length-Frequency Analysis,2006,1,3
BIO,Biology,Length-Frequency Analysis,2010,1,4
BIO,Biology,Length-Frequency Analysis,2011,2,36
BIO,Biology,Length-Frequency Analysis,2014,1,5
BIO,Biology,Length-Frequency Analysis,2015,1,3
BIO,Biology,Length-Frequency Analysis,2016,2,7
BIO,Biology,Length-Frequency Analysis,2022,1,4
BIO,Biology,Maturity Ogive,2000,1,8
BIO,Biology,Maturity Ogive,2001,1,4
BIO,Biology,Maturity Ogive,2002,1,3
BIO,Biology,Maturity Ogive,2005,4,23
BIO,Biology,Maturity Ogive,2006,3,33
BIO,Biology,Maturity Ogive,2007,3,52
BIO,Biology,Maturity Ogive,2008,2,5
BIO,Biology,Maturity Ogive,2009,4,19
BIO,Biology,Maturity Ogive,2010,2,12
BIO,Biology,Maturity Ogive,2011,5,35
BIO,Biology,Maturity Ogive,2012,4,32
BIO,Biology,Maturity Ogive,2013,4,70
BIO,Biology,Maturity Ogive,2014,3,17
BIO,Biology,Maturity Ogive,2015,6,37
BIO,Biology,Maturity Ogive,2016,7,50
BIO,Biology,Maturity Ogive,2017,3,12
BIO,Biology,Maturity Ogive,2018,4,36
BIO,Biology,Maturity Ogive,2019,3,25
BIO,Biology,Maturity Ogive,2020,11,84
BIO,Biology,Maturity Ogive,2021,5,36
BIO,Biology,Maturity Ogive,2022,2,7
BIO,Biology,Maturity Ogive,2023,1,3
BIO,Biology,Maturity Ogive,2024,1,8
BIO,Biology,Metabolic Rate,1950,1,3
BIO,Biology,Metabolic Rate,1972,1,2
BIO,Biology,Metabolic Rate,1974,1,2
BIO,Biology,Metabolic Rate,1975,1,2
BIO,Biology,Metabolic Rate,1977,3,7
BIO,Biology,Metabolic Rate,1978,2,42
BIO,Biology,Metabolic Rate,1979,1,2
BIO,Biology,Metabolic Rate,1980,1,2
BIO,Biology,Metabolic Rate,1982,4,30
BIO,Biology,Metabolic Rate,1983,1,9
BIO,Biology,Metabolic Rate,1984,3,13
BIO,Biology,Metabolic Rate,1985,3,17
BIO,Biology,Metabolic Rate,1986,1,2
BIO,Biology,Metabolic Rate,1987,2,4
BIO,Biology,Metabolic Rate,1988,8,81
BIO,Biology,Metabolic Rate,1989,2,7
BIO,Biology,Metabolic Rate,1990,2,35
BIO,Biology,Metabolic Rate,1991,1,3
BIO,Biology,Metabolic Rate,1992,4,13
BIO,Biology,Metabolic Rate,1993,6,31
BIO,Biology,Metabolic Rate,1994,3,52
BIO,Biology,Metabolic Rate,1996,2,19
BIO,Biology,Metabolic Rate,1997,5,53
BIO,Biology,Metabolic Rate,1998,3,28
BIO,Biology,Metabolic Rate,1999,2,4
BIO,Biology,Metabolic Rate,2000,4,29
BIO,Biology,Metabolic Rate,2001,9,105
BIO,Biology,Metabolic Rate,2002,12,100
BIO,Biology,Metabolic Rate,2003,9,65
BIO,Biology,Metabolic Rate,2004,8,42
BIO,Biology,Metabolic Rate,2005,6,69
BIO,Biology,Metabolic Rate,2006,10,53
BIO,Biology,Metabolic Rate,2007,10,88
BIO,Biology,Metabolic Rate,2008,9,69
BIO,Biology,Metabolic Rate,2009,19,69
BIO,Biology,Metabolic Rate,2010,18,92
BIO,Biology,Metabolic Rate,2011,23,184
BIO,Biology,Metabolic Rate,2012,31,200
BIO,Biology,Metabolic Rate,2013,17,146
BIO,Biology,Metabolic Rate,2014,14,72
BIO,Biology,Metabolic Rate,2015,25,391
BIO,Biology,Metabolic Rate,2016,23,617
BIO,Biology,Metabolic Rate,2017,32,794
BIO,Biology,Metabolic Rate,2018,38,436
BIO,Biology,Metabolic Rate,2019,31,372
BIO,Biology,Metabolic Rate,2020,36,647
BIO,Biology,Metabolic Rate,2021,37,476
BIO,Biology,Metabolic Rate,2022,25,281
BIO,Biology,Metabolic Rate,2023,18,257
BIO,Biology,Metabolic Rate,2024,15,92
BIO,Biology,Metabolic Rate,2025,11,69
BIO,Biology,Morphometrics,1968,1,2
BIO,Biology,Morphometrics,1977,1,6
BIO,Biology,Morphometrics,1980,2,5
BIO,Biology,Morphometrics,1982,2,51
BIO,Biology,Morphometrics,1985,1,6
BIO,Biology,Morphometrics,1987,1,6
BIO,Biology,Morphometrics,1989,1,3
BIO,Biology,Morphometrics,1990,2,6
BIO,Biology,Morphometrics,1991,3,19
BIO,Biology,Morphometrics,1992,4,39
BIO,Biology,Morphometrics,1993,1,3
BIO,Biology,Morphometrics,1994,1,2
BIO,Biology,Morphometrics,1995,1,9
BIO,Biology,Morphometrics,1997,1,4
BIO,Biology,Morphometrics,1998,5,27
BIO,Biology,Morphometrics,1999,1,9
BIO,Biology,Morphometrics,2000,4,22
BIO,Biology,Morphometrics,2001,1,18
BIO,Biology,Morphometrics,2002,2,11
BIO,Biology,Morphometrics,2003,2,8
BIO,Biology,Morphometrics,2004,6,28
BIO,Biology,Morphometrics,2005,8,82
BIO,Biology,Morphometrics,2006,11,105
BIO,Biology,Morphometrics,2007,14,66
BIO,Biology,Morphometrics,2008,10,49
BIO,Biology,Morphometrics,2009,23,129
BIO,Biology,Morphometrics,2010,22,196
BIO,Biology,Morphometrics,2011,14,65
BIO,Biology,Morphometrics,2012,34,162
BIO,Biology,Morphometrics,2013,22,124
BIO,Biology,Morphometrics,2014,23,202
BIO,Biology,Morphometrics,2015,31,280
BIO,Biology,Morphometrics,2016,31,210
BIO,Biology,Morphometrics,2017,34,277
BIO,Biology,Morphometrics,2018,27,164
BIO,Biology,Morphometrics,2019,37,289
BIO,Biology,Morphometrics,2020,41,344
BIO,Biology,Morphometrics,2021,37,312
BIO,Biology,Morphometrics,2022,35,267
BIO,Biology,Morphometrics,2023,31,351
BIO,Biology,Morphometrics,2024,29,334
BIO,Biology,Morphometrics,2025,15,111
BIO,Biology,Natural Mortality Estimators,2015,1,3
BIO,Biology,Natural Mortality Estimators,2016,1,3
BIO,Biology,Natural Mortality Estimators,2017,3,13
BIO,Biology,Natural Mortality Estimators,2018,3,13
BIO,Biology,Natural Mortality Estimators,2019,2,8
BIO,Biology,Natural Mortality Estimators,2020,1,4
BIO,Biology,Natural Mortality Estimators,2021,1,4
BIO,Biology,Natural Mortality Estimators,2022,5,23
BIO,Biology,Natural Mortality Estimators,2023,1,6
BIO,Biology,Parasitology,1950,2,6
BIO,Biology,Parasitology,1952,1,3
BIO,Biology,Parasitology,1953,1,4
BIO,Biology,Parasitology,1957,2,5
BIO,Biology,Parasitology,1959,4,12
BIO,Biology,Parasitology,1960,2,15
BIO,Biology,Parasitology,1961,2,15
BIO,Biology,Parasitology,1962,2,6
BIO,Biology,Parasitology,1963,4,52
BIO,Biology,Parasitology,1964,1,10
BIO,Biology,Parasitology,1966,2,36
BIO,Biology,Parasitology,1967,2,27
BIO,Biology,Parasitology,1968,6,41
BIO,Biology,Parasitology,1969,3,57
BIO,Biology,Parasitology,1970,4,46
BIO,Biology,Parasitology,1971,1,12
BIO,Biology,Parasitology,1972,4,102
BIO,Biology,Parasitology,1973,2,35
BIO,Biology,Parasitology,1974,5,63
BIO,Biology,Parasitology,1975,4,41
BIO,Biology,Parasitology,1976,2,23
BIO,Biology,Parasitology,1977,2,81
BIO,Biology,Parasitology,1978,2,24
BIO,Biology,Parasitology,1979,1,45
BIO,Biology,Parasitology,1981,1,3
BIO,Biology,Parasitology,1982,2,309
BIO,Biology,Parasitology,1983,3,30
BIO,Biology,Parasitology,1984,5,45
BIO,Biology,Parasitology,1985,4,54
BIO,Biology,Parasitology,1986,6,355
BIO,Biology,Parasitology,1987,10,205
BIO,Biology,Parasitology,1988,5,24
BIO,Biology,Parasitology,1989,8,81
BIO,Biology,Parasitology,1990,14,223
BIO,Biology,Parasitology,1991,6,96
BIO,Biology,Parasitology,1992,7,123
BIO,Biology,Parasitology,1993,6,46
BIO,Biology,Parasitology,1994,4,204
BIO,Biology,Parasitology,1995,3,42
BIO,Biology,Parasitology,1996,8,110
BIO,Biology,Parasitology,1997,7,137
BIO,Biology,Parasitology,1998,14,224
BIO,Biology,Parasitology,1999,5,330
BIO,Biology,Parasitology,2000,11,199
BIO,Biology,Parasitology,2001,14,290
BIO,Biology,Parasitology,2002,14,418
BIO,Biology,Parasitology,2003,10,158
BIO,Biology,Parasitology,2004,11,245
BIO,Biology,Parasitology,2005,18,311
BIO,Biology,Parasitology,2006,23,459
BIO,Biology,Parasitology,2007,18,566
BIO,Biology,Parasitology,2008,13,311
BIO,Biology,Parasitology,2009,25,481
BIO,Biology,Parasitology,2010,26,759
BIO,Biology,Parasitology,2011,22,859
BIO,Biology,Parasitology,2012,34,805
BIO,Biology,Parasitology,2013,34,930
BIO,Biology,Parasitology,2014,41,1219
BIO,Biology,Parasitology,2015,37,575
BIO,Biology,Parasitology,2016,56,661
BIO,Biology,Parasitology,2017,46,976
BIO,Biology,Parasitology,2018,48,858
BIO,Biology,Parasitology,2019,61,809
BIO,Biology,Parasitology,2020,51,915
BIO,Biology,Parasitology,2021,36,523
BIO,Biology,Parasitology,2022,34,789
BIO,Biology,Parasitology,2023,18,486
BIO,Biology,Parasitology,2024,30,296
BIO,Biology,Parasitology,2025,16,131
BIO,Biology,Reproductive observations,2007,1,3
BIO,Biology,Reproductive observations,2012,2,6
BIO,Biology,Reproductive observations,2013,1,5
BIO,Biology,Reproductive observations,2016,2,9
BIO,Biology,Reproductive observations,2019,1,4
BIO,Biology,Reproductive observations,2020,1,4
BIO,Biology,Reproductive observations,2022,1,3
BIO,Biology,Telomere Analysis,2021,1,2
CON,Conservation,Contingent Valuation,2007,1,4
CON,Conservation,Contingent Valuation,2011,2,8
CON,Conservation,Contingent Valuation,2014,1,26
CON,Conservation,Contingent Valuation,2018,1,27
CON,Conservation,Contingent Valuation,2019,2,31
CON,Conservation,Contingent Valuation,2020,1,2
CON,Conservation,Contingent Valuation,2023,1,3
CON,Conservation,Education & Outreach,2009,1,2
CON,Conservation,IUCN Red List Assessment,2006,1,3
CON,Conservation,IUCN Red List Assessment,2007,1,20
CON,Conservation,IUCN Red List Assessment,2009,1,4
CON,Conservation,IUCN Red List Assessment,2010,5,25
CON,Conservation,IUCN Red List Assessment,2011,1,2
CON,Conservation,IUCN Red List Assessment,2012,2,10
CON,Conservation,IUCN Red List Assessment,2013,1,3
CON,Conservation,IUCN Red List Assessment,2015,2,7
CON,Conservation,IUCN Red List Assessment,2016,1,4
CON,Conservation,IUCN Red List Assessment,2017,4,30
CON,Conservation,IUCN Red List Assessment,2018,4,18
CON,Conservation,IUCN Red List Assessment,2019,2,11
CON,Conservation,IUCN Red List Assessment,2020,5,53
CON,Conservation,IUCN Red List Assessment,2021,6,35
CON,Conservation,IUCN Red List Assessment,2023,7,59
CON,Conservation,IUCN Red List Assessment,2024,1,3
CON,Conservation,MPA Effectiveness,2012,1,16
CON,Conservation,MPA Effectiveness,2016,1,18
CON,Conservation,MPA Effectiveness,2017,3,20
CON,Conservation,MPA Effectiveness,2021,4,19
CON,Conservation,MPA Effectiveness,2022,1,12
CON,Conservation,MPA Effectiveness,2023,1,4
CON,Conservation,MPA Effectiveness,2025,1,4
CON,Conservation,Policy Evaluation,2012,1,3
CON,Conservation,Policy Evaluation,2017,1,3
CON,Conservation,Policy Evaluation,2018,1,3
CON,Conservation,Policy Evaluation,2020,1,6
CON,Conservation,Socioeconomic Analysis,2014,1,2
CON,Conservation,Socioeconomic Analysis,2022,1,2
CON,Conservation,Stakeholder Engagement,2013,1,10
CON,Conservation,Stakeholder Engagement,2015,1,3
CON,Conservation,Stakeholder Engagement,2017,2,9
CON,Conservation,Stakeholder Engagement,2019,3,16
CON,Conservation,Stakeholder Engagement,2020,2,6
CON,Conservation,Stakeholder Engagement,2022,4,26
CON,Conservation,Stakeholder Engagement,2023,3,21
CON,Conservation,Stakeholder Engagement,2024,1,12
CON,Conservation,Stakeholder Engagement,2025,2,9
CON,Conservation,Tourism,1981,1,1
CON,Conservation,Tourism,1982,1,40
CON,Conservation,Tourism,1990,1,1
CON,Conservation,Tourism,1992,1,1
CON,Conservation,Tourism,1995,2,8
CON,Conservation,Tourism,1996,1,1
CON,Conservation,Tourism,1997,2,66
CON,Conservation,Tourism,1998,1,3
CON,Conservation,Tourism,2000,2,8
CON,Conservation,Tourism,2001,2,24
CON,Conservation,Tourism,2002,1,2
CON,Conservation,Tourism,2003,1,1
CON,Conservation,Tourism,2004,2,80
CON,Conservation,Tourism,2005,7,27
CON,Conservation,Tourism,2006,8,34
CON,Conservation,Tourism,2007,18,179
CON,Conservation,Tourism,2008,8,118
CON,Conservation,Tourism,2009,15,229
CON,Conservation,Tourism,2010,19,804
CON,Conservation,Tourism,2011,35,740
CON,Conservation,Tourism,2012,36,727
CON,Conservation,Tourism,2013,32,1202
CON,Conservation,Tourism,2014,36,837
CON,Conservation,Tourism,2015,40,1382
CON,Conservation,Tourism,2016,36,740
CON,Conservation,Tourism,2017,46,2085
CON,Conservation,Tourism,2018,48,1921
CON,Conservation,Tourism,2019,58,2186
CON,Conservation,Tourism,2020,67,1504
CON,Conservation,Tourism,2021,54,1722
CON,Conservation,Tourism,2022,68,1666
CON,Conservation,Tourism,2023,51,881
CON,Conservation,Tourism,2024,43,966
CON,Conservation,Tourism,2025,32,669
CON,Conservation,Vulnerability Assessment,2009,1,3
CON,Conservation,Vulnerability Assessment,2012,2,8
CON,Conservation,Vulnerability Assessment,2013,2,22
