primary_discipline,full_name,technique_name,year,paper_count,total_mentions
CON,Conservation,Vulnerability Assessment,2014,2,27
CON,Conservation,Vulnerability Assessment,2015,2,9
CON,Conservation,Vulnerability Assessment,2016,3,14
CON,Conservation,Vulnerability Assessment,2017,2,6
CON,Conservation,Vulnerability Assessment,2018,3,15
CON,Conservation,Vulnerability Assessment,2019,4,17
CON,Conservation,Vulnerability Assessment,2020,5,23
CON,Conservation,Vulnerability Assessment,2021,5,94
CON,Conservation,Vulnerability Assessment,2022,7,28
CON,Conservation,Vulnerability Assessment,2023,4,41
CON,Conservation,Vulnerability Assessment,2024,1,6
CON,Conservation,Vulnerability Assessment,2025,6,32
DATA,Data Science,ARIMA,1978,1,4
DATA,Data Science,ARIMA,1993,1,3
DATA,Data Science,ARIMA,1996,1,2
DATA,Data Science,ARIMA,2000,1,1
DATA,Data Science,ARIMA,2003,1,5
DATA,Data Science,ARIMA,2005,1,2
DATA,Data Science,ARIMA,2008,1,3
DATA,Data Science,ARIMA,2012,2,11
DATA,Data Science,ARIMA,2013,1,2
DATA,Data Science,ARIMA,2014,1,4
DATA,Data Science,ARIMA,2015,1,2
DATA,Data Science,ARIMA,2016,2,7
DATA,Data Science,ARIMA,2017,1,4
DATA,Data Science,ARIMA,2018,1,2
DATA,Data Science,ARIMA,2019,2,7
DATA,Data Science,ARIMA,2020,2,4
DATA,Data Science,ARIMA,2021,1,15
DATA,Data Science,ARIMA,2023,3,11
DATA,Data Science,Approximate Bayesian Computation,2012,1,5
DATA,Data Science,Approximate Bayesian Computation,2014,1,8
DATA,Data Science,Approximate Bayesian Computation,2015,1,5
DATA,Data Science,Approximate Bayesian Computation,2016,2,20
DATA,Data Science,Approximate Bayesian Computation,2017,1,5
DATA,Data Science,Approximate Bayesian Computation,2018,1,8
DATA,Data Science,Approximate Bayesian Computation,2019,2,17
DATA,Data Science,Approximate Bayesian Computation,2020,2,16
DATA,Data Science,Approximate Bayesian Computation,2022,3,25
DATA,Data Science,Bayesian Methods,2006,2,6
DATA,Data Science,Bayesian Methods,2008,1,6
DATA,Data Science,Bayesian Methods,2009,1,4
DATA,Data Science,Bayesian Methods,2011,3,16
DATA,Data Science,Bayesian Methods,2012,1,2
DATA,Data Science,Bayesian Methods,2013,2,5
DATA,Data Science,Bayesian Methods,2014,2,10
DATA,Data Science,Bayesian Methods,2015,5,19
DATA,Data Science,Bayesian Methods,2016,2,8
DATA,Data Science,Bayesian Methods,2017,2,8
DATA,Data Science,Bayesian Methods,2018,1,15
DATA,Data Science,Bayesian Methods,2019,4,19
DATA,Data Science,Bayesian Methods,2020,5,22
DATA,Data Science,Bayesian Methods,2021,5,20
DATA,Data Science,Bayesian Methods,2022,3,12
DATA,Data Science,Bayesian Methods,2023,1,12
DATA,Data Science,Bayesian Methods,2024,3,18
DATA,Data Science,Bayesian Methods,2025,1,4
DATA,Data Science,Computer Vision,1982,1,8
DATA,Data Science,Computer Vision,2012,1,8
DATA,Data Science,Computer Vision,2014,1,4
DATA,Data Science,Computer Vision,2016,1,2
DATA,Data Science,Computer Vision,2017,1,36
DATA,Data Science,Computer Vision,2018,1,4
DATA,Data Science,Computer Vision,2019,1,6
DATA,Data Science,Computer Vision,2020,2,5
DATA,Data Science,Computer Vision,2021,3,30
DATA,Data Science,Computer Vision,2022,1,24
DATA,Data Science,Computer Vision,2024,5,49
DATA,Data Science,Convolutional Neural Networks,2022,1,2
DATA,Data Science,Convolutional Neural Networks,2024,2,16
DATA,Data Science,Cross-Validation,2001,1,10
DATA,Data Science,Cross-Validation,2002,1,6
DATA,Data Science,Cross-Validation,2006,1,6
DATA,Data Science,Cross-Validation,2008,1,2
DATA,Data Science,Cross-Validation,2009,3,24
DATA,Data Science,Cross-Validation,2010,4,12
DATA,Data Science,Cross-Validation,2011,6,54
DATA,Data Science,Cross-Validation,2012,5,43
DATA,Data Science,Cross-Validation,2013,7,33
DATA,Data Science,Cross-Validation,2014,9,45
DATA,Data Science,Cross-Validation,2015,5,20
DATA,Data Science,Cross-Validation,2016,10,56
DATA,Data Science,Cross-Validation,2017,5,19
DATA,Data Science,Cross-Validation,2018,7,60
DATA,Data Science,Cross-Validation,2019,10,53
DATA,Data Science,Cross-Validation,2020,20,153
DATA,Data Science,Cross-Validation,2021,12,94
DATA,Data Science,Cross-Validation,2022,14,121
DATA,Data Science,Cross-Validation,2023,7,33
DATA,Data Science,Cross-Validation,2024,7,47
DATA,Data Science,Cross-Validation,2025,6,59
DATA,Data Science,Data Fusion,2022,1,3
DATA,Data Science,Data Fusion,2025,2,3
DATA,Data Science,Data Integration,2013,1,4
DATA,Data Science,Data Integration,2014,2,6
DATA,Data Science,Data Integration,2016,1,3
DATA,Data Science,Data Integration,2017,1,3
DATA,Data Science,Data Integration,2018,1,4
DATA,Data Science,Data Integration,2019,3,12
DATA,Data Science,Data Integration,2020,2,6
DATA,Data Science,Data Integration,2021,3,12
DATA,Data Science,Data Integration,2022,4,21
DATA,Data Science,Data Integration,2023,1,2
DATA,Data Science,Data Integration,2024,1,2
DATA,Data Science,Data Integration,2025,1,4
DATA,Data Science,Deep Learning,2018,1,6
DATA,Data Science,Deep Learning,2019,1,3
DATA,Data Science,Deep Learning,2021,3,43
DATA,Data Science,Deep Learning,2022,1,24
DATA,Data Science,Deep Learning,2023,4,28
DATA,Data Science,Deep Learning,2024,6,110
DATA,Data Science,Deep Learning,2025,1,5
DATA,Data Science,Ensemble Learning,2018,1,12
DATA,Data Science,Ensemble Learning,2020,1,5
DATA,Data Science,Ensemble Learning,2022,1,3
DATA,Data Science,Ensemble Learning,2024,2,7
DATA,Data Science,GAM,1951,1,4
DATA,Data Science,GAM,1953,2,6
DATA,Data Science,GAM,1957,1,2
DATA,Data Science,GAM,1972,1,3
DATA,Data Science,GAM,1974,1,2
DATA,Data Science,GAM,1983,1,3
DATA,Data Science,GAM,1988,1,4
DATA,Data Science,GAM,1995,1,2
DATA,Data Science,GAM,1999,1,150
DATA,Data Science,GAM,2001,1,102
DATA,Data Science,GAM,2002,1,162
DATA,Data Science,GAM,2006,1,10
DATA,Data Science,GAM,2007,1,24
DATA,Data Science,GAM,2008,1,2
DATA,Data Science,GAM,2009,4,54
DATA,Data Science,GAM,2010,3,25
DATA,Data Science,GAM,2011,3,17
DATA,Data Science,GAM,2012,5,76
DATA,Data Science,GAM,2013,12,263
DATA,Data Science,GAM,2014,6,256
DATA,Data Science,GAM,2015,11,122
DATA,Data Science,GAM,2016,13,93
DATA,Data Science,GAM,2017,12,143
DATA,Data Science,GAM,2018,13,143
DATA,Data Science,GAM,2019,8,123
DATA,Data Science,GAM,2020,16,178
DATA,Data Science,GAM,2021,14,93
DATA,Data Science,GAM,2022,18,296
DATA,Data Science,GAM,2023,13,192
DATA,Data Science,GAM,2024,11,122
DATA,Data Science,GAM,2025,13,179
DATA,Data Science,GAMM,2009,1,12
DATA,Data Science,GAMM,2012,2,24
DATA,Data Science,GAMM,2013,3,88
DATA,Data Science,GAMM,2014,2,27
DATA,Data Science,GAMM,2015,3,35
DATA,Data Science,GAMM,2016,5,160
DATA,Data Science,GAMM,2017,7,88
DATA,Data Science,GAMM,2018,12,212
DATA,Data Science,GAMM,2019,2,24
DATA,Data Science,GAMM,2020,11,126
DATA,Data Science,GAMM,2021,7,109
DATA,Data Science,GAMM,2022,11,211
DATA,Data Science,GAMM,2023,5,45
DATA,Data Science,GAMM,2024,7,81
DATA,Data Science,GAMM,2025,7,135
DATA,Data Science,GLM,1967,1,1
DATA,Data Science,GLM,1969,2,4
DATA,Data Science,GLM,1991,1,2
DATA,Data Science,GLM,1992,2,5
DATA,Data Science,GLM,1995,2,3
DATA,Data Science,GLM,1998,2,8
DATA,Data Science,GLM,1999,1,45
DATA,Data Science,GLM,2000,2,69
DATA,Data Science,GLM,2001,1,1
DATA,Data Science,GLM,2002,3,59
DATA,Data Science,GLM,2003,1,1
DATA,Data Science,GLM,2005,3,17
DATA,Data Science,GLM,2006,3,11
DATA,Data Science,GLM,2007,8,80
DATA,Data Science,GLM,2008,13,134
DATA,Data Science,GLM,2009,16,160
DATA,Data Science,GLM,2010,10,90
DATA,Data Science,GLM,2011,25,289
DATA,Data Science,GLM,2012,28,487
DATA,Data Science,GLM,2013,30,513
DATA,Data Science,GLM,2014,17,121
DATA,Data Science,GLM,2015,25,156
DATA,Data Science,GLM,2016,27,165
DATA,Data Science,GLM,2017,36,315
DATA,Data Science,GLM,2018,25,307
DATA,Data Science,GLM,2019,29,297
DATA,Data Science,GLM,2020,25,366
DATA,Data Science,GLM,2021,25,191
DATA,Data Science,GLM,2022,16,112
DATA,Data Science,GLM,2023,12,144
DATA,Data Science,GLM,2024,10,105
DATA,Data Science,GLM,2025,9,60
DATA,Data Science,Generalized Estimating Equations,2010,1,3
DATA,Data Science,Generalized Estimating Equations,2013,1,3
DATA,Data Science,Generalized Estimating Equations,2015,3,16
DATA,Data Science,INLA,2008,1,4
DATA,Data Science,INLA,2013,1,28
DATA,Data Science,INLA,2015,1,148
DATA,Data Science,INLA,2016,1,4
DATA,Data Science,INLA,2018,3,22
DATA,Data Science,INLA,2019,3,48
DATA,Data Science,INLA,2020,1,12
DATA,Data Science,INLA,2022,4,135
DATA,Data Science,INLA,2023,1,9
DATA,Data Science,INLA,2025,2,38
DATA,Data Science,Machine Learning,2012,1,2
DATA,Data Science,Machine Learning,2013,1,2
DATA,Data Science,Machine Learning,2014,1,2
DATA,Data Science,Machine Learning,2015,4,16
DATA,Data Science,Machine Learning,2017,6,49
DATA,Data Science,Machine Learning,2018,7,70
DATA,Data Science,Machine Learning,2019,9,40
DATA,Data Science,Machine Learning,2020,11,163
DATA,Data Science,Machine Learning,2021,8,111
DATA,Data Science,Machine Learning,2022,17,260
DATA,Data Science,Machine Learning,2023,7,67
DATA,Data Science,Machine Learning,2024,17,182
DATA,Data Science,Machine Learning,2025,8,65
DATA,Data Science,Markov Chain Monte Carlo,2006,2,5
DATA,Data Science,Markov Chain Monte Carlo,2007,1,2
DATA,Data Science,Markov Chain Monte Carlo,2008,1,6
DATA,Data Science,Markov Chain Monte Carlo,2009,5,26
DATA,Data Science,Markov Chain Monte Carlo,2010,4,16
DATA,Data Science,Markov Chain Monte Carlo,2011,12,46
DATA,Data Science,Markov Chain Monte Carlo,2012,9,28
DATA,Data Science,Markov Chain Monte Carlo,2013,4,12
DATA,Data Science,Markov Chain Monte Carlo,2014,8,27
DATA,Data Science,Markov Chain Monte Carlo,2015,17,64
DATA,Data Science,Markov Chain Monte Carlo,2016,9,31
DATA,Data Science,Markov Chain Monte Carlo,2017,17,58
DATA,Data Science,Markov Chain Monte Carlo,2018,17,53
DATA,Data Science,Markov Chain Monte Carlo,2019,19,85
DATA,Data Science,Markov Chain Monte Carlo,2020,15,59
DATA,Data Science,Markov Chain Monte Carlo,2021,13,45
DATA,Data Science,Markov Chain Monte Carlo,2022,12,54
DATA,Data Science,Markov Chain Monte Carlo,2023,7,21
DATA,Data Science,Markov Chain Monte Carlo,2024,10,52
DATA,Data Science,Markov Chain Monte Carlo,2025,3,10
DATA,Data Science,Meta-Analysis,1998,1,3
DATA,Data Science,Meta-Analysis,2000,2,4
DATA,Data Science,Meta-Analysis,2002,1,8
DATA,Data Science,Meta-Analysis,2004,1,2
DATA,Data Science,Meta-Analysis,2005,2,7
DATA,Data Science,Meta-Analysis,2006,1,2
DATA,Data Science,Meta-Analysis,2007,8,25
DATA,Data Science,Meta-Analysis,2008,6,39
DATA,Data Science,Meta-Analysis,2009,6,24
DATA,Data Science,Meta-Analysis,2010,14,42
DATA,Data Science,Meta-Analysis,2011,12,44
DATA,Data Science,Meta-Analysis,2012,9,53
DATA,Data Science,Meta-Analysis,2013,9,32
DATA,Data Science,Meta-Analysis,2014,11,80
DATA,Data Science,Meta-Analysis,2015,27,119
DATA,Data Science,Meta-Analysis,2016,28,121
DATA,Data Science,Meta-Analysis,2017,23,113
DATA,Data Science,Meta-Analysis,2018,29,150
DATA,Data Science,Meta-Analysis,2019,24,120
DATA,Data Science,Meta-Analysis,2020,40,229
DATA,Data Science,Meta-Analysis,2021,27,148
DATA,Data Science,Meta-Analysis,2022,37,228
DATA,Data Science,Meta-Analysis,2023,28,158
DATA,Data Science,Meta-Analysis,2024,25,158
DATA,Data Science,Meta-Analysis,2025,23,111
DATA,Data Science,N-Mixture Models,2019,1,4
DATA,Data Science,N-Mixture Models,2020,3,22
DATA,Data Science,N-Mixture Models,2024,1,6
DATA,Data Science,Neural Networks,1973,1,2
DATA,Data Science,Neural Networks,1995,1,2
DATA,Data Science,Neural Networks,2003,1,2
DATA,Data Science,Neural Networks,2004,1,1
DATA,Data Science,Neural Networks,2007,1,10
DATA,Data Science,Neural Networks,2009,3,12
DATA,Data Science,Neural Networks,2012,2,8
DATA,Data Science,Neural Networks,2013,1,2
DATA,Data Science,Neural Networks,2014,3,10
DATA,Data Science,Neural Networks,2016,1,4
DATA,Data Science,Neural Networks,2017,3,31
DATA,Data Science,Neural Networks,2018,3,22
DATA,Data Science,Neural Networks,2019,3,14
DATA,Data Science,Neural Networks,2020,5,55
DATA,Data Science,Neural Networks,2021,2,9
DATA,Data Science,Neural Networks,2022,9,76
DATA,Data Science,Neural Networks,2023,4,16
DATA,Data Science,Neural Networks,2024,4,24
DATA,Data Science,Neural Networks,2025,3,12
DATA,Data Science,Random Forest,2013,1,2
DATA,Data Science,Random Forest,2014,1,10
DATA,Data Science,Random Forest,2015,1,8
DATA,Data Science,Random Forest,2016,3,51
DATA,Data Science,Random Forest,2017,2,62
DATA,Data Science,Random Forest,2018,2,64
DATA,Data Science,Random Forest,2019,3,46
DATA,Data Science,Random Forest,2020,3,31
DATA,Data Science,Random Forest,2021,6,65
DATA,Data Science,Random Forest,2022,9,93
DATA,Data Science,Random Forest,2023,2,36
DATA,Data Science,Random Forest,2024,2,23
DATA,Data Science,Random Forest,2025,2,22
DATA,Data Science,SARIMA,2018,1,1
DATA,Data Science,SARIMA,2022,1,35
DATA,Data Science,Structural Equation Modeling,2013,1,6
DATA,Data Science,Structural Equation Modeling,2016,1,2
DATA,Data Science,Structural Equation Modeling,2018,1,3
DATA,Data Science,Structural Equation Modeling,2019,1,3
DATA,Data Science,Support Vector Machines,2018,1,6
DATA,Data Science,Support Vector Machines,2019,1,4
DATA,Data Science,Support Vector Machines,2022,1,4
DATA,Data Science,Support Vector Machines,2024,3,9
DATA,Data Science,Time Series,1969,1,2
DATA,Data Science,Time Series,1975,2,39
DATA,Data Science,Time Series,1978,1,44
DATA,Data Science,Time Series,1984,1,3
DATA,Data Science,Time Series,1987,1,8
DATA,Data Science,Time Series,1988,1,2
DATA,Data Science,Time Series,1991,2,4
DATA,Data Science,Time Series,1992,2,3
DATA,Data Science,Time Series,1995,2,5
DATA,Data Science,Time Series,1997,3,17
DATA,Data Science,Time Series,1998,7,19
DATA,Data Science,Time Series,1999,2,60
DATA,Data Science,Time Series,2000,6,27
DATA,Data Science,Time Series,2001,8,20
DATA,Data Science,Time Series,2002,7,21
DATA,Data Science,Time Series,2003,2,6
DATA,Data Science,Time Series,2004,1,3
DATA,Data Science,Time Series,2005,8,34
DATA,Data Science,Time Series,2006,10,69
DATA,Data Science,Time Series,2007,11,45
DATA,Data Science,Time Series,2008,20,250
DATA,Data Science,Time Series,2009,25,291
DATA,Data Science,Time Series,2010,24,207
DATA,Data Science,Time Series,2011,24,209
DATA,Data Science,Time Series,2012,30,346
DATA,Data Science,Time Series,2013,39,602
DATA,Data Science,Time Series,2014,28,285
DATA,Data Science,Time Series,2015,42,233
DATA,Data Science,Time Series,2016,38,609
DATA,Data Science,Time Series,2017,42,358
DATA,Data Science,Time Series,2018,38,364
DATA,Data Science,Time Series,2019,46,520
DATA,Data Science,Time Series,2020,45,431
DATA,Data Science,Time Series,2021,48,582
DATA,Data Science,Time Series,2022,52,1025
DATA,Data Science,Time Series,2023,22,399
DATA,Data Science,Time Series,2024,26,212
DATA,Data Science,Time Series,2025,23,316
FISH,Fisheries,AMSY,2021,1,42
FISH,Fisheries,AMSY,2022,2,72
FISH,Fisheries,Age-Structured Models,1997,3,16
FISH,Fisheries,Age-Structured Models,1998,2,5
FISH,Fisheries,Age-Structured Models,1999,1,6
FISH,Fisheries,Age-Structured Models,2006,2,6
FISH,Fisheries,Age-Structured Models,2008,1,3
FISH,Fisheries,Age-Structured Models,2010,2,29
FISH,Fisheries,Age-Structured Models,2011,1,9
FISH,Fisheries,Age-Structured Models,2013,1,2
FISH,Fisheries,Age-Structured Models,2014,2,4
FISH,Fisheries,Age-Structured Models,2015,4,13
FISH,Fisheries,Age-Structured Models,2016,4,17
FISH,Fisheries,Age-Structured Models,2017,2,9
FISH,Fisheries,Age-Structured Models,2018,1,6
FISH,Fisheries,Age-Structured Models,2019,2,11
FISH,Fisheries,Age-Structured Models,2020,2,12
FISH,Fisheries,Age-Structured Models,2021,2,8
FISH,Fisheries,Age-Structured Models,2022,1,5
FISH,Fisheries,Age-Structured Models,2024,2,8
FISH,Fisheries,Age-Structured Models,2025,2,7
FISH,Fisheries,Bycatch Assessment,2005,1,3
FISH,Fisheries,Bycatch Assessment,2007,1,4
FISH,Fisheries,Bycatch Assessment,2011,1,3
FISH,Fisheries,Bycatch Assessment,2012,2,8
FISH,Fisheries,Bycatch Assessment,2013,1,2
FISH,Fisheries,Bycatch Assessment,2014,1,6
FISH,Fisheries,Bycatch Assessment,2015,1,2
FISH,Fisheries,Bycatch Assessment,2017,1,3
FISH,Fisheries,Bycatch Assessment,2018,3,11
FISH,Fisheries,Bycatch Assessment,2019,1,2
FISH,Fisheries,Bycatch Assessment,2020,1,6
FISH,Fisheries,Bycatch Assessment,2021,1,3
FISH,Fisheries,Bycatch Assessment,2022,3,19
FISH,Fisheries,Bycatch Assessment,2023,4,17
FISH,Fisheries,Bycatch Assessment,2024,1,4
FISH,Fisheries,CPUE Standardization,2007,1,3
FISH,Fisheries,CPUE Standardization,2011,2,16
FISH,Fisheries,CPUE Standardization,2013,2,45
FISH,Fisheries,CPUE Standardization,2014,1,21
FISH,Fisheries,CPUE Standardization,2015,1,24
FISH,Fisheries,CPUE Standardization,2016,4,26
FISH,Fisheries,CPUE Standardization,2018,3,13
FISH,Fisheries,CPUE Standardization,2019,3,34
FISH,Fisheries,CPUE Standardization,2020,2,8
FISH,Fisheries,CPUE Standardization,2021,1,76
FISH,Fisheries,CPUE Standardization,2023,1,4
FISH,Fisheries,Catch Curve Analysis,2005,1,3
FISH,Fisheries,Catch Curve Analysis,2008,1,3
FISH,Fisheries,Catch Curve Analysis,2009,1,3
FISH,Fisheries,Catch Curve Analysis,2011,2,7
FISH,Fisheries,Catch Curve Analysis,2015,2,10
FISH,Fisheries,Catch Curve Analysis,2021,1,9
FISH,Fisheries,Catch Curve Analysis,2025,1,8
FISH,Fisheries,Catch Data Analysis,2011,1,5
FISH,Fisheries,Catch Data Analysis,2012,1,3
FISH,Fisheries,Catch Data Analysis,2016,1,3
FISH,Fisheries,Catch-MSY,2017,1,8
FISH,Fisheries,Catch-MSY,2022,1,6
FISH,Fisheries,Close-Kin Mark-Recapture,2018,1,20
FISH,Fisheries,Close-Kin Mark-Recapture,2020,1,20
FISH,Fisheries,Close-Kin Mark-Recapture,2021,2,9
FISH,Fisheries,Close-Kin Mark-Recapture,2024,2,10
FISH,Fisheries,Close-Kin Mark-Recapture,2025,2,15
FISH,Fisheries,Data-Poor Assessment,2011,1,4
FISH,Fisheries,Data-Poor Assessment,2017,2,8
FISH,Fisheries,Data-Poor Assessment,2018,1,4
FISH,Fisheries,Data-Poor Assessment,2019,1,10
FISH,Fisheries,Data-Poor Assessment,2020,2,6
FISH,Fisheries,Data-Poor Assessment,2022,1,5
FISH,Fisheries,Data-Poor Assessment,2025,2,8
FISH,Fisheries,Delay-Difference Models,2009,1,4
FISH,Fisheries,Delay-Difference Models,2017,1,3
FISH,Fisheries,Depletion Methods,2006,1,4
FISH,Fisheries,Discard Mortality,1998,1,6
FISH,Fisheries,Discard Mortality,2003,1,4
FISH,Fisheries,Discard Mortality,2005,2,7
FISH,Fisheries,Discard Mortality,2007,1,40
FISH,Fisheries,Discard Mortality,2008,4,14
FISH,Fisheries,Discard Mortality,2009,8,70
FISH,Fisheries,Discard Mortality,2010,8,84
FISH,Fisheries,Discard Mortality,2011,8,68
FISH,Fisheries,Discard Mortality,2012,17,119
FISH,Fisheries,Discard Mortality,2013,13,237
FISH,Fisheries,Discard Mortality,2014,8,35
FISH,Fisheries,Discard Mortality,2015,17,246
FISH,Fisheries,Discard Mortality,2016,10,140
FISH,Fisheries,Discard Mortality,2017,12,133
FISH,Fisheries,Discard Mortality,2018,13,127
FISH,Fisheries,Discard Mortality,2019,17,141
FISH,Fisheries,Discard Mortality,2020,15,129
FISH,Fisheries,Discard Mortality,2021,8,51
FISH,Fisheries,Discard Mortality,2022,11,48
FISH,Fisheries,Discard Mortality,2023,10,63
FISH,Fisheries,Discard Mortality,2024,7,31
FISH,Fisheries,Discard Mortality,2025,4,28
FISH,Fisheries,Distance Sampling,2013,3,32
FISH,Fisheries,Distance Sampling,2014,2,11
FISH,Fisheries,Distance Sampling,2015,2,6
